@relation 'mushroom-weka.filters.unsupervised.attribute.Remove-V-R22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,2,23'

@attribute habitat {d,g,l,m,p,u,w}
@attribute population {a,c,n,s,v,y}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute ring-type {c,e,f,l,n,p,s,z}
@attribute ring-number {n,o,t}
@attribute veil-color {n,o,w,y}
@attribute veil-type {p,u}
@attribute stalk-color-below-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-color-above-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute stalk-surface-above-ring {f,k,s,y}
@attribute stalk-root {b,c,e,r,u,z}
@attribute stalk-shape {e,t}
@attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@attribute gill-size {b,n}
@attribute cap-surface {f,g,s,y}
@attribute class {e,p}

@data
d,v,k,p,o,w,p,p,g,s,s,b,t,p,b,f,e
d,v,k,p,o,w,p,p,w,s,s,b,t,u,b,f,e
d,v,k,p,o,w,p,p,p,s,s,b,t,w,b,y,e
d,v,n,p,o,w,p,g,p,s,s,b,t,u,b,y,e
d,y,n,p,o,w,p,g,g,s,s,b,t,p,b,f,e
d,v,k,p,o,w,p,p,w,s,s,b,t,n,b,y,e
g,y,h,l,o,w,p,b,b,k,k,b,e,p,b,f,p
g,s,k,p,o,w,p,w,w,s,s,e,e,p,n,s,p
d,v,k,p,o,w,p,w,p,s,s,b,t,n,b,f,e
g,s,n,e,o,w,p,w,w,s,s,e,t,h,b,f,e
d,v,n,p,o,w,p,w,g,s,s,b,t,u,b,y,e
d,y,n,p,o,w,p,w,g,s,s,b,t,n,b,f,e
d,v,n,p,o,w,p,g,p,s,s,b,t,w,b,f,e
d,y,n,p,o,w,p,w,p,s,s,b,t,u,b,y,e
d,v,n,p,o,w,p,w,g,s,s,b,t,w,b,y,e
d,v,k,p,o,w,p,p,w,s,s,b,t,u,b,f,e
d,y,n,p,o,w,p,g,w,s,s,b,t,n,b,y,e
d,y,k,p,o,w,p,g,p,s,s,b,t,w,b,f,e
d,v,k,p,o,w,p,w,p,s,s,b,t,w,b,f,e
d,v,k,p,o,w,p,g,w,s,s,b,t,u,b,y,e
d,y,n,p,o,w,p,w,p,s,s,b,t,p,b,y,e
d,y,k,p,o,w,p,w,w,s,s,b,t,n,b,y,e
d,v,n,p,o,w,p,g,w,s,s,b,t,p,b,y,e
d,v,k,p,o,w,p,w,p,s,s,b,t,n,b,y,e
d,v,n,p,o,w,p,g,g,s,s,b,t,n,b,y,e
u,v,n,p,o,w,p,w,w,s,s,e,e,n,n,s,p
d,y,n,p,o,w,p,w,w,s,s,b,t,u,b,f,e
g,s,k,p,o,w,p,w,w,s,s,e,e,w,n,s,p
d,y,k,p,o,w,p,p,g,s,s,b,t,u,b,f,e
d,y,k,p,o,w,p,g,g,s,s,b,t,p,b,f,e
d,v,n,p,o,w,p,g,p,s,s,b,t,u,b,y,e
d,v,n,p,o,w,p,g,w,s,s,b,t,p,b,f,e
d,y,n,p,o,w,p,g,w,s,s,b,t,n,b,f,e
d,v,n,p,o,w,p,p,g,s,s,b,t,p,b,f,e
d,y,n,p,o,w,p,g,p,s,s,b,t,n,b,y,e
d,v,n,p,o,w,p,g,w,s,s,b,t,u,b,f,e
d,y,n,p,o,w,p,p,p,s,s,b,t,w,b,f,e
d,v,k,p,o,w,p,g,w,s,s,b,t,u,b,f,e
d,y,k,p,o,w,p,g,w,s,s,b,t,u,b,f,e
d,y,n,p,o,w,p,w,g,s,s,b,t,p,b,f,e
d,v,k,p,o,w,p,p,g,s,s,b,t,p,b,f,e
d,y,k,p,o,w,p,p,w,s,s,b,t,u,b,y,e
d,y,n,p,o,w,p,p,w,s,s,b,t,u,b,f,e
d,y,n,p,o,w,p,p,w,s,s,b,t,n,b,f,e
d,y,n,p,o,w,p,w,p,s,s,b,t,w,b,y,e
d,y,k,p,o,w,p,g,p,s,s,b,t,p,b,f,e
d,y,k,p,o,w,p,g,g,s,s,b,t,n,b,y,e
d,v,n,p,o,w,p,g,p,s,s,b,t,p,b,y,e
d,v,k,p,o,w,p,p,g,s,s,b,t,p,b,y,e
d,v,n,p,o,w,p,g,g,s,s,b,t,n,b,f,e
d,v,n,p,o,w,p,g,g,s,s,b,t,n,b,f,e
d,v,k,p,o,w,p,w,g,s,s,b,t,n,b,y,e
d,y,n,p,o,w,p,g,w,s,s,b,t,n,b,y,e
d,v,k,p,o,w,p,p,w,s,s,b,t,p,b,f,e
d,y,k,p,o,w,p,w,g,s,s,b,t,w,b,f,e
d,v,n,p,o,w,p,w,w,s,s,b,t,p,b,y,e
d,y,h,l,o,w,p,p,n,k,k,b,e,p,b,f,p
d,y,k,p,o,w,p,w,p,s,s,b,t,u,b,y,e
d,y,n,p,o,w,p,g,p,s,s,b,t,w,b,f,e
d,v,n,p,o,w,p,p,g,s,s,b,t,u,b,y,e
d,y,n,p,o,w,p,w,g,s,s,b,t,p,b,f,e
d,v,k,p,o,w,p,p,g,s,s,b,t,w,b,y,e
d,v,k,p,o,w,p,g,g,s,s,b,t,p,b,f,e
d,y,k,p,o,w,p,g,w,s,s,b,t,p,b,y,e
d,y,k,p,o,w,p,p,w,s,s,b,t,p,b,f,e
d,y,k,p,o,w,p,w,p,s,s,b,t,n,b,f,e
d,v,k,p,o,w,p,p,g,s,s,b,t,w,b,f,e
d,v,n,p,o,w,p,w,g,s,s,b,t,u,b,f,e
d,v,k,p,o,w,p,w,p,s,s,b,t,u,b,f,e
d,y,k,p,o,w,p,g,w,s,s,b,t,w,b,f,e
g,s,n,e,o,w,p,w,w,s,s,e,t,k,b,s,e
d,y,k,p,o,w,p,g,p,s,s,b,t,u,b,y,e
d,y,k,p,o,w,p,g,p,s,s,b,t,p,b,f,e
d,v,n,p,o,w,p,w,g,s,s,b,t,n,b,y,e
d,v,k,p,o,w,p,p,g,s,s,b,t,n,b,f,e
d,y,k,p,o,w,p,p,w,s,s,b,t,u,b,f,e
d,v,n,p,o,w,p,p,p,s,s,b,t,n,b,f,e
d,y,n,p,o,w,p,p,w,s,s,b,t,p,b,f,e
g,a,n,e,o,w,p,w,w,f,s,e,t,p,b,s,e
d,y,n,p,o,w,p,w,g,s,s,b,t,w,b,f,e
d,v,k,p,o,w,p,p,p,s,s,b,t,w,b,f,e
d,y,k,p,o,w,p,g,g,s,s,b,t,p,b,f,e
d,y,k,p,o,w,p,w,w,s,s,b,t,w,b,y,e
d,v,n,p,o,w,p,w,w,s,s,b,t,u,b,f,e
d,v,k,p,o,w,p,p,g,s,s,b,t,u,b,y,e
d,y,k,p,o,w,p,p,g,s,s,b,t,w,b,f,e
d,y,k,p,o,w,p,w,w,s,s,b,t,w,b,y,e
d,v,n,p,o,w,p,p,p,s,s,b,t,w,b,y,e
d,s,n,p,o,w,p,w,w,s,s,b,e,g,n,s,p
d,y,n,p,o,w,p,p,g,s,s,b,t,p,b,y,e
d,v,k,p,o,w,p,w,p,s,s,b,t,n,b,f,e
d,y,k,p,o,w,p,p,w,s,s,b,t,p,b,y,e
d,v,n,p,o,w,p,w,p,s,s,b,t,p,b,f,e
d,v,n,p,o,w,p,g,w,s,s,b,t,w,b,y,e
d,y,n,p,o,w,p,w,g,s,s,b,t,w,b,f,e
d,v,n,p,o,w,p,w,g,s,s,b,t,p,b,f,e
d,v,k,p,o,w,p,w,p,s,s,b,t,n,b,y,e
d,v,k,p,o,w,p,w,p,s,s,b,t,w,b,y,e
d,v,n,p,o,w,p,w,p,s,s,b,t,w,b,f,e
d,v,k,p,o,w,p,p,w,s,s,b,t,p,b,f,e
d,v,n,p,o,w,p,w,w,s,s,b,t,n,b,y,e
d,v,n,p,o,w,p,g,g,s,s,b,t,u,b,y,e
d,y,n,p,o,w,p,g,p,s,s,b,t,w,b,f,e
d,v,k,p,o,w,p,p,w,s,s,b,t,p,b,f,e
d,y,n,p,o,w,p,p,p,s,s,b,t,n,b,f,e
g,s,n,e,o,w,p,w,w,f,f,e,t,k,b,f,e
d,y,k,p,o,w,p,g,g,s,s,b,t,p,b,y,e
d,v,k,p,o,w,p,w,g,s,s,b,t,p,b,f,e
d,v,n,p,o,w,p,w,p,s,s,b,t,p,b,y,e
d,v,k,p,o,w,p,p,w,s,s,b,t,w,b,f,e
d,y,n,p,o,w,p,w,w,s,s,b,t,p,b,f,e
d,v,n,p,o,w,p,g,w,s,s,b,t,p,b,y,e
d,v,k,p,o,w,p,g,p,s,s,b,t,p,b,y,e
d,y,k,p,o,w,p,w,p,s,s,b,t,p,b,y,e
d,y,n,p,o,w,p,g,w,s,s,b,t,p,b,y,e
g,s,k,e,o,w,p,w,w,f,s,e,t,h,b,f,e
p,y,h,l,o,w,p,p,b,k,k,b,e,g,b,f,p
d,y,k,p,o,w,p,w,g,s,s,b,t,p,b,f,e
d,y,n,p,o,w,p,g,w,s,s,b,t,w,b,y,e
g,v,k,p,o,w,p,w,w,s,s,e,e,w,n,s,p
d,y,k,p,o,w,p,w,w,s,s,b,t,u,b,y,e
d,y,n,p,o,w,p,w,p,s,s,b,t,n,b,f,e
d,v,k,p,o,w,p,g,p,s,s,b,t,n,b,y,e
d,v,k,p,o,w,p,w,g,s,s,b,t,n,b,f,e
d,v,n,p,o,w,p,p,g,s,s,b,t,p,b,y,e
g,a,n,e,o,w,p,w,w,f,f,e,t,n,b,f,e
d,y,n,p,o,w,p,w,g,s,s,b,t,u,b,f,e
d,y,k,p,o,w,p,w,g,s,s,b,t,n,b,f,e
d,y,n,p,o,w,p,g,g,s,s,b,t,u,b,y,e
d,y,k,p,o,w,p,p,g,s,s,b,t,w,b,f,e
g,s,n,e,o,w,p,w,w,f,f,e,t,h,b,f,e
d,v,n,p,o,w,p,w,p,s,s,b,t,p,b,f,e
d,v,k,p,o,w,p,w,w,s,s,b,t,w,b,y,e
d,y,k,p,o,w,p,p,p,s,s,b,t,p,b,f,e
d,y,n,p,o,w,p,w,w,s,s,b,t,u,b,y,e
d,v,n,p,o,w,p,g,p,s,s,b,t,w,b,f,e
d,v,n,p,o,w,p,w,p,s,s,b,t,u,b,y,e
d,v,n,p,o,w,p,p,p,s,s,b,t,n,b,y,e
g,a,n,e,o,w,p,w,w,s,f,e,t,n,b,s,e
d,y,k,p,o,w,p,p,w,s,s,b,t,w,b,f,e
d,y,k,p,o,w,p,g,w,s,s,b,t,n,b,f,e
d,y,n,p,o,w,p,p,p,s,s,b,t,w,b,y,e
d,y,k,p,o,w,p,g,p,s,s,b,t,w,b,y,e
d,y,k,p,o,w,p,w,p,s,s,b,t,n,b,y,e
g,a,k,e,o,w,p,w,w,f,s,e,t,h,b,s,e
d,v,n,p,o,w,p,g,g,s,s,b,t,p,b,y,e
d,y,k,p,o,w,p,w,w,s,s,b,t,p,b,y,e
d,v,n,p,o,w,p,g,p,s,s,b,t,p,b,f,e
d,v,n,p,o,w,p,w,p,s,s,b,t,n,b,f,e
g,s,k,e,o,w,p,w,w,f,s,e,t,n,b,f,e
d,v,k,p,o,w,p,p,w,s,s,b,t,n,b,f,e
d,y,k,p,o,w,p,w,g,s,s,b,t,u,b,y,e
d,v,k,p,o,w,p,g,w,s,s,b,t,n,b,f,e
d,y,n,p,o,w,p,p,w,s,s,b,t,u,b,y,e
d,y,k,p,o,w,p,g,p,s,s,b,t,u,b,f,e
d,y,n,p,o,w,p,p,w,s,s,b,t,w,b,f,e
d,v,n,p,o,w,p,w,w,s,s,b,t,n,b,f,e
d,v,n,p,o,w,p,w,g,s,s,b,t,w,b,f,e
d,y,k,p,o,w,p,g,p,s,s,b,t,p,b,f,e
d,y,n,p,o,w,p,g,p,s,s,b,t,u,b,y,e
d,v,n,p,o,w,p,g,w,s,s,b,t,p,b,f,e
d,y,k,p,o,w,p,g,w,s,s,b,t,n,b,f,e
d,y,k,p,o,w,p,p,w,s,s,b,t,p,b,y,e
d,v,k,p,o,w,p,w,w,s,s,b,e,n,n,s,p
d,y,k,p,o,w,p,w,g,s,s,b,t,w,b,y,e
d,y,n,p,o,w,p,g,w,s,s,b,t,p,b,f,e
u,s,k,p,o,w,p,w,w,s,s,e,e,p,n,s,p
d,y,k,p,o,w,p,g,w,s,s,b,t,u,b,y,e
d,y,k,p,o,w,p,g,g,s,s,b,t,u,b,y,e
d,v,k,p,o,w,p,g,g,s,s,b,t,n,b,y,e
d,v,n,p,o,w,p,w,p,s,s,b,t,n,b,y,e
d,v,k,p,o,w,p,g,w,s,s,b,t,p,b,y,e
d,y,n,p,o,w,p,g,p,s,s,b,t,p,b,f,e
g,s,k,e,o,w,p,w,w,s,s,e,t,n,b,s,e
d,v,n,p,o,w,p,p,w,s,s,b,t,p,b,y,e
g,s,n,e,o,w,p,w,w,f,s,e,t,p,b,f,e
d,y,n,p,o,w,p,p,g,s,s,b,t,w,b,f,e
d,v,k,p,o,w,p,p,p,s,s,b,t,p,b,y,e
d,v,n,p,o,w,p,p,w,s,s,b,t,p,b,y,e
d,v,k,p,o,w,p,p,g,s,s,b,t,u,b,y,e
d,v,n,p,o,w,p,w,p,s,s,b,t,w,b,f,e
d,y,k,p,o,w,p,w,p,s,s,b,t,w,b,f,e
d,v,k,p,o,w,p,g,p,s,s,b,t,w,b,y,e
d,y,n,p,o,w,p,p,p,s,s,b,t,n,b,y,e
d,v,n,p,o,w,p,g,g,s,s,b,t,p,b,y,e
d,v,k,p,o,w,p,w,w,s,s,b,t,p,b,f,e
d,y,k,p,o,w,p,w,g,s,s,b,t,n,b,y,e
d,v,n,p,o,w,p,w,p,s,s,b,t,w,b,f,e
d,y,n,p,o,w,p,p,p,s,s,b,t,w,b,f,e
d,v,k,p,o,w,p,g,g,s,s,b,t,n,b,f,e
d,y,n,p,o,w,p,p,p,s,s,b,t,p,b,f,e
d,v,n,p,o,w,p,p,p,s,s,b,t,u,b,y,e
d,y,k,p,o,w,p,g,w,s,s,b,t,w,b,f,e
d,v,k,p,o,w,p,g,p,s,s,b,t,w,b,y,e
d,v,k,p,o,w,p,w,w,s,s,b,t,p,b,y,e
d,y,k,p,o,w,p,p,w,s,s,b,t,w,b,y,e
d,y,k,p,o,w,p,w,w,s,s,b,t,p,b,y,e
d,v,n,p,o,w,p,w,p,s,s,b,t,n,b,f,e
d,y,k,p,o,w,p,p,g,s,s,b,t,w,b,y,e
d,v,k,p,o,w,p,p,p,s,s,b,t,w,b,y,e
d,y,k,p,o,w,p,g,w,s,s,b,t,p,b,y,e
d,y,k,p,o,w,p,p,w,s,s,b,t,w,b,f,e
d,y,n,p,o,w,p,g,w,s,s,b,t,u,b,f,e
d,v,k,p,o,w,p,p,p,s,s,b,t,u,b,f,e
d,y,n,p,o,w,p,w,g,s,s,b,t,w,b,f,e
d,v,n,p,o,w,p,p,p,s,s,b,t,u,b,y,e
d,v,k,p,o,w,p,w,p,s,s,b,t,w,b,f,e
d,y,k,p,o,w,p,w,p,s,s,b,t,w,b,y,e
d,v,k,p,o,w,p,g,p,s,s,b,t,w,b,f,e
d,v,k,p,o,w,p,p,g,s,s,b,t,w,b,y,e
d,y,k,p,o,w,p,p,w,s,s,b,t,n,b,f,e
d,y,n,p,o,w,p,g,w,s,s,b,t,u,b,y,e
d,y,n,p,o,w,p,g,p,s,s,b,t,u,b,y,e
d,v,n,p,o,w,p,g,g,s,s,b,t,w,b,f,e
d,v,n,p,o,w,p,p,w,s,s,b,t,p,b,f,e
d,v,n,p,o,w,p,p,w,s,s,b,t,u,b,f,e
d,y,n,p,o,w,p,g,w,s,s,b,t,w,b,f,e
d,y,n,p,o,w,p,p,p,s,s,b,t,n,b,y,e
d,v,n,p,o,w,p,w,p,s,s,b,t,u,b,y,e
d,y,k,p,o,w,p,p,w,s,s,b,t,u,b,y,e
d,v,n,p,o,w,p,w,p,s,s,b,t,u,b,f,e
d,v,n,p,o,w,p,w,w,s,s,b,t,w,b,f,e
d,y,n,p,o,w,p,p,p,s,s,b,t,p,b,y,e
d,v,k,p,o,w,p,p,g,s,s,b,t,u,b,y,e
g,s,n,e,o,w,p,w,w,f,s,e,t,h,b,f,e
d,y,n,p,o,w,p,g,g,s,s,b,t,w,b,y,e
g,s,n,e,o,w,p,w,w,f,f,e,t,n,b,s,e
d,y,n,p,o,w,p,w,g,s,s,b,t,u,b,f,e
d,y,k,p,o,w,p,w,w,s,s,b,t,w,b,y,e
u,s,n,p,o,w,p,w,w,s,s,e,e,w,n,y,p
d,v,k,p,o,w,p,g,w,s,s,b,t,n,b,y,e
d,y,k,p,o,w,p,w,w,s,s,b,t,w,b,f,e
d,y,n,p,o,w,p,g,g,s,s,b,t,w,b,f,e
d,v,k,p,o,w,p,g,p,s,s,b,t,n,b,f,e
d,v,k,p,o,w,p,w,g,s,s,b,t,n,b,f,e
d,y,n,p,o,w,p,g,p,s,s,b,t,p,b,y,e
d,y,k,p,o,w,p,w,p,s,s,b,t,n,b,y,e
d,v,n,p,o,w,p,g,p,s,s,b,t,n,b,y,e
d,y,n,p,o,w,p,w,w,s,s,b,t,n,b,y,e
d,y,k,p,o,w,p,w,g,s,s,b,t,p,b,f,e
d,y,k,p,o,w,p,p,g,s,s,b,t,u,b,y,e
d,y,k,p,o,w,p,p,w,s,s,b,t,n,b,y,e
d,v,k,p,o,w,p,g,w,s,s,b,t,w,b,f,e
d,y,k,p,o,w,p,g,p,s,s,b,t,p,b,f,e
d,v,k,p,o,w,p,w,w,s,s,b,t,n,b,f,e
g,a,n,e,o,w,p,w,w,s,s,e,t,k,b,s,e
d,v,k,p,o,w,p,w,g,s,s,b,t,n,b,y,e
d,y,k,p,o,w,p,g,g,s,s,b,t,w,b,f,e
d,y,k,p,o,w,p,w,p,s,s,b,t,w,b,f,e
d,y,n,p,o,w,p,g,g,s,s,b,t,p,b,f,e
d,y,k,p,o,w,p,p,g,s,s,b,t,n,b,f,e
d,v,n,p,o,w,p,p,w,s,s,b,t,u,b,f,e
d,y,n,p,o,w,p,g,w,s,s,b,t,p,b,y,e
u,v,n,p,o,w,p,w,w,s,s,e,e,w,n,s,p
d,v,k,p,o,w,p,g,g,s,s,b,t,w,b,f,e
g,s,k,e,o,w,p,w,w,s,s,e,t,k,b,s,e
g,s,n,e,o,w,p,w,w,f,s,e,t,p,b,s,e
d,v,k,p,o,w,p,g,p,s,s,b,t,p,b,f,e
d,y,k,p,o,w,p,g,p,s,s,b,t,n,b,f,e
d,v,k,p,o,w,p,g,g,s,s,b,t,n,b,f,e
d,v,k,p,o,w,p,g,p,s,s,b,t,n,b,y,e
d,y,k,p,o,w,p,g,w,s,s,b,t,u,b,f,e
d,v,n,p,o,w,p,p,p,s,s,b,t,w,b,f,e
d,y,h,l,o,w,p,n,n,k,k,b,e,h,b,f,p
d,y,k,p,o,w,p,g,g,s,s,b,t,w,b,y,e
g,a,k,e,o,w,p,w,w,s,s,e,t,h,b,f,e
g,v,n,p,o,w,p,w,w,s,s,e,e,n,n,s,p
d,y,n,p,o,w,p,p,p,s,s,b,t,p,b,y,e
d,v,n,p,o,w,p,w,w,s,s,b,t,n,b,f,e
d,y,k,p,o,w,p,p,g,s,s,b,t,p,b,f,e
d,v,k,p,o,w,p,w,p,s,s,b,t,u,b,y,e
d,v,k,p,o,w,p,p,p,s,s,b,t,w,b,y,e
d,v,n,p,o,w,p,p,p,s,s,b,t,u,b,f,e
d,y,k,p,o,w,p,w,g,s,s,b,t,u,b,f,e
d,v,k,p,o,w,p,g,w,s,s,b,t,u,b,f,e
d,y,n,p,o,w,p,p,g,s,s,b,t,n,b,f,e
d,y,n,p,o,w,p,g,g,s,s,b,t,u,b,y,e
d,y,k,p,o,w,p,w,w,s,s,b,t,n,b,f,e
g,v,k,p,o,w,p,w,w,s,s,e,e,n,n,s,p
d,v,k,p,o,w,p,w,w,s,s,b,t,n,b,f,e
d,v,k,p,o,w,p,p,g,s,s,b,t,p,b,f,e
d,v,k,p,o,w,p,p,w,s,s,b,t,w,b,y,e
d,v,k,p,o,w,p,p,p,s,s,b,t,p,b,y,e
d,v,n,p,o,w,p,w,w,s,s,b,t,w,b,y,e
d,y,n,p,o,w,p,w,g,s,s,b,t,w,b,y,e
d,y,n,p,o,w,p,w,w,s,s,b,t,w,b,f,e
d,y,k,p,o,w,p,w,g,s,s,b,t,w,b,y,e
d,y,n,p,o,w,p,g,p,s,s,b,t,n,b,f,e
d,v,k,p,o,w,p,w,w,s,s,b,t,p,b,f,e
d,v,n,p,o,w,p,p,w,s,s,b,t,p,b,f,e
d,v,n,p,o,w,p,p,p,s,s,b,t,p,b,y,e
d,v,k,p,o,w,p,p,p,s,s,b,t,n,b,y,e
d,v,n,p,o,w,p,p,p,s,s,b,t,u,b,f,e
d,y,k,p,o,w,p,p,p,s,s,b,t,p,b,y,e
d,v,n,p,o,w,p,p,g,s,s,b,t,w,b,f,e
d,y,k,p,o,w,p,w,g,s,s,b,t,u,b,y,e
d,y,k,p,o,w,p,g,p,s,s,b,t,p,b,y,e
d,v,k,p,o,w,p,g,p,s,s,b,t,p,b,f,e
d,y,n,p,o,w,p,g,p,s,s,b,t,u,b,f,e
d,v,n,p,o,w,p,w,g,s,s,b,t,p,b,f,e
d,y,k,p,o,w,p,p,g,s,s,b,t,p,b,y,e
d,y,n,p,o,w,p,p,p,s,s,b,t,n,b,f,e
d,y,n,p,o,w,p,w,w,s,s,b,t,u,b,f,e
d,v,n,p,o,w,p,g,g,s,s,b,t,p,b,f,e
d,v,k,p,o,w,p,w,w,s,s,b,e,g,n,s,p
d,y,n,p,o,w,p,p,p,s,s,b,t,u,b,f,e
d,y,k,p,o,w,p,g,p,s,s,b,t,w,b,f,e
d,y,k,p,o,w,p,p,p,s,s,b,t,w,b,f,e
d,v,n,p,o,w,p,g,p,s,s,b,t,u,b,f,e
d,y,k,p,o,w,p,g,w,s,s,b,t,n,b,y,e
d,y,n,p,o,w,p,g,w,s,s,b,t,w,b,f,e
d,y,n,p,o,w,p,w,p,s,s,b,t,n,b,f,e
d,v,k,p,o,w,p,w,g,s,s,b,t,p,b,f,e
d,y,n,p,o,w,p,g,p,s,s,b,t,u,b,f,e
d,y,n,p,o,w,p,g,w,s,s,b,t,p,b,f,e
d,v,n,p,o,w,p,g,w,s,s,b,t,u,b,f,e
d,y,k,p,o,w,p,g,p,s,s,b,t,p,b,y,e
d,v,k,p,o,w,p,w,g,s,s,b,t,u,b,y,e
d,y,n,p,o,w,p,w,w,s,s,b,t,u,b,y,e
d,y,k,p,o,w,p,p,p,s,s,b,t,w,b,y,e
d,y,k,p,o,w,p,w,p,s,s,b,t,n,b,f,e
g,y,h,l,o,w,p,b,b,k,k,b,e,h,b,f,p
d,v,k,p,o,w,p,p,w,s,s,b,t,u,b,y,e
d,y,n,p,o,w,p,p,g,s,s,b,t,p,b,y,e
d,v,k,p,o,w,p,g,p,s,s,b,t,w,b,f,e
d,y,n,p,o,w,p,w,w,s,s,b,t,p,b,f,e
d,v,k,p,o,w,p,w,p,s,s,b,t,p,b,f,e
d,y,k,p,o,w,p,w,w,s,s,b,t,n,b,f,e
d,y,n,p,o,w,p,w,p,s,s,b,t,p,b,f,e
d,y,n,p,o,w,p,p,p,s,s,b,t,w,b,y,e
g,a,n,e,o,w,p,w,w,f,s,e,t,k,b,f,e
d,y,k,p,o,w,p,w,w,s,s,b,t,n,b,y,e
d,y,k,p,o,w,p,p,w,s,s,b,t,p,b,f,e
d,v,k,p,o,w,p,p,p,s,s,b,t,p,b,f,e
d,y,n,p,o,w,p,w,g,s,s,b,t,n,b,y,e
d,v,n,p,o,w,p,w,w,s,s,b,t,p,b,f,e
d,y,k,p,o,w,p,g,g,s,s,b,t,p,b,f,e
d,v,n,p,o,w,p,p,w,s,s,b,t,w,b,y,e
d,v,k,p,o,w,p,p,w,s,s,b,t,w,b,f,e
d,y,k,p,o,w,p,w,w,s,s,b,t,p,b,f,e
d,y,k,p,o,w,p,w,g,s,s,b,t,n,b,y,e
d,v,k,p,o,w,p,p,w,s,s,b,t,u,b,y,e
d,y,n,p,o,w,p,w,p,s,s,b,t,u,b,f,e
d,v,k,p,o,w,p,g,g,s,s,b,t,p,b,f,e
d,v,n,p,o,w,p,p,g,s,s,b,t,p,b,f,e
d,v,k,p,o,w,p,w,p,s,s,b,t,p,b,y,e
d,y,k,p,o,w,p,p,p,s,s,b,t,u,b,f,e
d,v,k,p,o,w,p,p,g,s,s,b,t,w,b,y,e
d,v,k,p,o,w,p,g,w,s,s,b,t,p,b,f,e
d,v,n,p,o,w,p,g,w,s,s,b,t,p,b,f,e
d,v,k,p,o,w,p,g,g,s,s,b,t,w,b,f,e
d,v,n,p,o,w,p,w,p,s,s,b,t,w,b,y,e
d,y,n,p,o,w,p,p,w,s,s,b,t,p,b,y,e
d,v,n,p,o,w,p,p,w,s,s,b,t,n,b,y,e
d,v,k,p,o,w,p,g,p,s,s,b,t,w,b,y,e
d,y,k,p,o,w,p,g,w,s,s,b,t,u,b,y,e
u,s,k,p,o,w,p,w,w,s,s,e,e,k,n,y,p
g,s,n,e,o,w,p,w,w,s,f,e,t,n,b,s,e
d,v,k,p,o,w,p,p,g,s,s,b,t,u,b,f,e
d,y,k,p,o,w,p,g,w,s,s,b,t,n,b,f,e
d,s,n,p,o,w,p,w,w,s,s,b,e,u,n,s,p
d,y,k,p,o,w,p,p,p,s,s,b,t,w,b,y,e
d,v,k,p,o,w,p,g,w,s,s,b,t,p,b,f,e
d,y,n,p,o,w,p,w,w,s,s,b,t,p,b,y,e
d,v,k,p,o,w,p,g,p,s,s,b,t,u,b,y,e
g,s,n,e,o,w,p,w,w,s,s,e,t,k,b,s,e
d,v,n,p,o,w,p,p,g,s,s,b,t,p,b,f,e
d,v,n,p,o,w,p,p,g,s,s,b,t,n,b,y,e
d,v,n,p,o,w,p,p,p,s,s,b,t,n,b,y,e
d,y,n,p,o,w,p,w,g,s,s,b,t,n,b,f,e
d,v,k,p,o,w,p,w,p,s,s,b,t,n,b,y,e
d,v,n,p,o,w,p,p,w,s,s,b,t,w,b,y,e
d,y,k,p,o,w,p,p,g,s,s,b,t,p,b,f,e
u,v,n,p,o,w,p,w,w,s,s,e,e,p,n,y,p
d,y,n,p,o,w,p,w,w,s,s,b,t,u,b,f,e
d,y,k,p,o,w,p,w,g,s,s,b,t,w,b,f,e
d,v,n,p,o,w,p,p,p,s,s,b,t,n,b,f,e
d,v,k,p,o,w,p,g,w,s,s,b,t,p,b,y,e
g,s,k,e,o,w,p,w,w,f,f,e,t,h,b,s,e
g,a,n,e,o,w,p,w,w,s,f,e,t,k,b,f,e
d,v,k,p,o,w,p,p,p,s,s,b,t,w,b,f,e
d,v,n,p,o,w,p,g,p,s,s,b,t,n,b,f,e
d,y,n,p,o,w,p,g,w,s,s,b,t,p,b,y,e
d,y,n,p,o,w,p,p,p,s,s,b,t,u,b,y,e
d,y,n,p,o,w,p,w,p,s,s,b,t,p,b,y,e
d,y,k,p,o,w,p,p,w,s,s,b,t,w,b,f,e
d,v,k,p,o,w,p,w,w,s,s,b,t,w,b,f,e
d,v,k,p,o,w,p,g,w,s,s,b,t,w,b,f,e
d,y,n,p,o,w,p,p,w,s,s,b,t,n,b,f,e
d,v,n,p,o,w,p,p,p,s,s,b,t,w,b,y,e
d,s,n,p,o,w,p,w,w,s,s,b,e,p,n,s,p
d,y,k,p,o,w,p,p,p,s,s,b,t,u,b,f,e
d,y,n,p,o,w,p,p,p,s,s,b,t,p,b,f,e
d,v,k,p,o,w,p,w,w,s,s,b,t,u,b,f,e
d,v,k,p,o,w,p,g,p,s,s,b,t,p,b,y,e
d,y,k,p,o,w,p,p,g,s,s,b,t,w,b,f,e
g,s,n,e,o,w,p,w,w,s,f,e,t,n,b,s,e
d,y,n,p,o,w,p,p,p,s,s,b,t,u,b,y,e
