@relation 'mushroom-weka.filters.unsupervised.attribute.Remove-V-R22,13,4-5,23'

@attribute habitat {d,g,l,m,p,u,w}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute bruises? {f,t}
@attribute odor {a,c,f,l,m,n,p,s,y}
@attribute class {e,p}

@data
l,s,f,n,e
d,k,f,s,p
l,y,f,n,p
d,s,f,f,p
g,k,f,n,e
p,k,f,f,p
p,k,f,s,p
d,k,f,s,p
p,s,f,y,p
d,k,f,s,p
g,k,f,n,e
p,s,f,s,p
d,s,f,y,p
l,s,f,f,p
g,k,f,n,e
d,k,f,s,p
p,s,f,y,p
l,s,f,n,e
p,s,t,n,e
d,k,f,y,p
l,k,f,y,p
l,s,f,s,p
g,k,f,n,e
p,k,f,f,p
l,s,f,y,p
l,s,f,y,p
d,s,f,f,p
g,s,f,n,e
g,s,f,n,e
l,k,f,y,p
l,k,f,y,p
p,s,t,n,e
d,s,f,s,p
l,k,f,y,p
l,k,f,s,p
d,y,f,m,p
d,k,f,f,p
p,s,f,s,p
l,k,f,s,p
l,k,f,f,p
l,k,f,f,p
p,s,f,f,p
g,s,f,n,e
d,s,f,s,p
p,k,f,f,p
d,k,f,y,p
l,k,f,s,p
l,s,f,s,p
g,s,f,n,e
p,s,f,f,p
l,s,f,s,p
l,k,f,s,p
d,s,f,s,p
l,k,f,y,p
l,s,f,s,p
p,k,f,y,p
d,s,f,f,p
d,y,f,n,e
p,s,f,f,p
d,k,f,f,p
d,y,f,n,e
d,k,f,f,p
l,s,f,y,p
p,k,f,s,p
p,s,f,s,p
g,s,f,n,e
d,k,f,f,p
p,k,f,y,p
l,s,f,f,p
p,s,f,f,p
l,k,f,y,p
p,s,f,f,p
l,s,f,s,p
d,k,f,f,p
p,y,f,n,e
p,s,f,y,p
p,s,f,f,p
p,k,f,f,p
l,s,f,s,p
l,s,f,n,e
g,k,f,n,e
d,y,f,m,p
l,s,f,y,p
d,k,f,y,p
l,s,f,n,e
d,s,f,s,p
d,k,f,s,p
g,s,f,n,e
g,k,f,n,e
l,s,f,n,e
d,s,f,s,p
l,s,f,s,p
p,s,f,s,p
g,k,f,n,e
g,k,f,n,e
g,s,f,n,e
l,s,f,f,p
p,s,f,s,p
g,k,f,n,e
g,k,f,n,e
d,k,f,f,p
g,s,f,n,e
p,s,f,s,p
p,k,f,f,p
d,k,f,f,p
g,k,f,n,e
g,s,f,n,e
p,s,f,y,p
d,s,f,f,p
g,k,f,n,e
g,k,f,n,e
d,k,f,s,p
p,s,t,n,e
d,s,f,y,p
p,k,f,y,p
l,s,f,n,e
l,s,f,n,e
l,s,f,s,p
d,s,f,y,p
d,s,f,s,p
d,k,f,y,p
l,k,f,y,p
g,s,f,n,e
l,s,f,n,e
d,y,f,m,p
g,s,f,n,e
l,s,f,n,e
l,s,f,n,e
p,s,f,s,p
g,s,f,n,e
g,s,f,n,e
l,s,f,n,e
d,k,f,y,p
l,s,f,s,p
d,s,f,s,p
p,s,f,y,p
g,k,f,n,e
d,k,f,s,p
p,s,f,s,p
l,s,f,s,p
g,k,f,n,e
l,s,f,n,e
l,k,f,f,p
p,s,f,s,p
l,s,f,n,e
d,s,f,y,p
p,k,f,y,p
l,k,f,s,p
p,s,f,s,p
p,s,f,s,p
d,s,f,y,p
d,s,f,s,p
d,k,f,y,p
p,s,t,n,e
d,k,f,y,p
d,y,f,m,p
l,s,f,f,p
g,k,f,n,e
d,s,f,f,p
p,k,f,y,p
p,k,f,s,p
d,k,f,y,p
d,s,f,f,p
p,s,t,n,e
l,k,f,f,p
d,k,f,f,p
l,s,f,y,p
l,k,f,y,p
p,s,f,f,p
l,s,f,n,e
d,k,f,s,p
p,k,f,s,p
d,k,f,f,p
p,k,f,s,p
l,k,f,f,p
l,s,f,y,p
g,s,f,n,e
p,s,f,s,p
l,k,f,s,p
g,s,f,n,e
l,s,f,n,e
d,y,f,m,p
d,k,f,s,p
l,k,f,f,p
p,k,f,f,p
l,s,f,y,p
p,s,f,y,p
l,k,f,y,p
g,k,f,n,e
p,k,f,f,p
d,y,f,m,p
p,k,f,s,p
l,k,f,s,p
g,k,f,n,e
d,k,f,y,p
p,k,f,y,p
l,s,f,f,p
p,k,f,y,p
d,k,f,f,p
d,s,f,f,p
g,s,f,n,e
d,y,f,m,p
d,s,f,y,p
p,k,f,f,p
p,s,f,f,p
l,k,f,s,p
p,s,t,n,e
d,s,f,y,p
p,s,f,y,p
g,k,f,n,e
d,s,f,s,p
d,s,f,y,p
d,s,f,s,p
g,k,f,n,e
p,s,f,s,p
p,k,f,s,p
p,k,f,y,p
l,k,f,f,p
l,s,f,n,e
d,k,f,y,p
d,s,f,y,p
d,k,f,y,p
l,k,f,f,p
l,s,f,n,e
g,k,f,n,e
l,s,f,n,e
g,k,f,n,e
d,s,f,y,p
d,k,f,f,p
d,k,f,s,p
p,s,f,y,p
g,s,f,n,e
d,s,f,s,p
g,k,f,n,e
d,s,f,f,p
l,k,f,f,p
d,y,f,m,p
d,s,f,s,p
l,s,f,s,p
l,k,f,s,p
p,s,f,f,p
l,k,f,f,p
d,k,f,s,p
g,s,f,n,e
p,s,f,y,p
l,s,f,y,p
l,s,f,s,p
p,k,f,y,p
g,k,f,n,e
l,s,f,s,p
d,s,f,s,p
d,s,f,s,p
g,s,f,n,e
p,k,f,y,p
p,k,f,y,p
d,k,f,y,p
d,y,f,m,p
g,s,f,n,e
p,k,f,f,p
l,k,f,f,p
g,k,f,n,e
l,k,f,f,p
l,k,f,s,p
l,s,f,n,e
l,k,f,f,p
l,k,f,s,p
l,s,f,n,e
l,k,f,f,p
d,k,f,f,p
p,s,f,s,p
p,s,f,s,p
p,s,t,n,e
l,s,f,n,e
g,k,f,n,e
p,s,f,s,p
g,s,f,n,e
p,k,f,y,p
d,s,f,s,p
l,s,f,n,e
p,s,f,y,p
d,s,f,f,p
l,s,f,y,p
p,s,f,s,p
p,s,f,s,p
d,k,f,f,p
d,y,f,n,e
d,s,f,f,p
p,k,f,s,p
p,s,f,y,p
d,s,f,f,p
g,s,f,n,e
d,k,f,f,p
g,s,f,n,e
l,k,f,y,p
g,k,f,n,e
l,s,f,n,e
p,s,f,f,p
l,s,f,f,p
g,k,f,n,e
l,s,f,y,p
l,s,f,s,p
g,s,f,n,e
p,s,f,f,p
l,s,f,f,p
l,k,f,f,p
p,s,f,s,p
p,s,f,s,p
g,k,f,n,e
p,k,f,f,p
l,s,f,f,p
g,k,f,n,e
l,s,f,n,e
g,s,f,n,e
p,s,f,s,p
d,s,f,f,p
p,k,f,s,p
g,s,f,n,e
p,k,f,s,p
l,s,f,n,e
g,k,f,n,e
d,y,f,m,p
g,k,f,n,e
p,k,f,y,p
l,s,f,n,e
g,s,f,n,e
l,s,f,n,e
g,k,f,n,e
l,s,f,f,p
p,k,f,y,p
l,s,f,n,e
p,k,f,y,p
p,k,f,y,p
l,k,f,y,p
l,k,f,s,p
l,s,f,n,e
g,k,f,n,e
l,s,f,n,e
l,s,f,s,p
l,k,f,s,p
p,s,f,y,p
l,s,f,y,p
l,s,f,n,e
d,s,f,y,p
l,s,f,n,e
d,k,f,y,p
g,s,f,n,e
d,s,f,f,p
d,k,f,f,p
g,s,f,n,e
p,s,f,y,p
g,s,f,n,e
p,k,f,f,p
d,k,f,f,p
g,k,f,n,e
l,s,f,s,p
d,y,f,m,p
g,s,f,n,e
p,k,f,y,p
d,s,f,s,p
l,k,f,y,p
g,k,f,n,e
g,s,f,n,e
d,k,f,s,p
g,s,f,n,e
d,k,f,f,p
l,s,f,y,p
g,s,f,n,e
l,k,f,y,p
g,s,f,n,e
d,k,f,y,p
g,k,f,n,e
l,s,f,n,e
d,s,f,s,p
p,k,f,f,p
g,s,f,n,e
d,y,f,m,p
p,k,f,y,p
l,k,f,f,p
p,s,f,y,p
d,k,f,f,p
l,s,f,n,e
l,s,f,f,p
d,y,f,n,e
g,s,f,n,e
l,k,f,y,p
l,y,f,n,p
p,s,f,y,p
l,k,f,s,p
l,k,f,s,p
l,s,f,n,e
p,s,t,n,e
g,s,f,n,e
p,k,f,s,p
p,k,f,s,p
l,s,f,s,p
g,k,f,n,e
l,s,f,n,e
p,k,f,y,p
d,s,f,f,p
g,s,f,n,e
l,k,f,y,p
g,s,f,n,e
l,s,f,y,p
p,k,f,s,p
g,s,f,n,e
g,k,f,n,e
d,k,f,f,p
l,s,f,f,p
d,s,f,s,p
g,k,f,n,e
p,k,f,f,p
d,k,f,y,p
l,s,f,f,p
d,y,f,m,p
l,s,f,f,p
l,s,f,n,e
d,s,f,f,p
l,s,f,n,e
g,s,f,n,e
g,s,f,n,e
l,k,f,s,p
d,k,f,y,p
p,s,f,f,p
d,k,f,y,p
g,s,f,n,e
g,s,f,n,e
d,y,f,m,p
d,s,f,f,p
p,k,f,f,p
d,s,f,y,p
d,k,f,s,p
p,k,f,s,p
d,y,f,m,p
d,k,f,s,p
g,s,f,n,e
l,k,f,y,p
g,s,f,n,e
d,k,f,f,p
l,k,f,y,p
g,s,f,n,e
g,s,f,n,e
l,s,f,y,p
l,s,f,n,e
p,s,t,n,e
g,k,f,n,e
l,k,f,s,p
p,k,f,f,p
l,s,f,f,p
g,s,f,n,e
g,k,f,n,e
p,s,t,n,e
g,s,f,n,e
l,s,f,y,p
p,s,f,y,p
p,s,f,y,p
p,k,f,f,p
l,s,f,n,e
l,y,f,n,p
d,y,f,m,p
d,s,f,y,p
p,s,t,n,e
p,k,f,s,p
g,k,f,n,e
g,k,f,n,e
p,s,f,f,p
l,s,f,n,e
l,s,f,n,e
p,s,t,n,e
g,s,f,n,e
d,s,f,y,p
d,s,f,f,p
l,s,f,s,p
d,s,f,y,p
l,s,f,f,p
p,s,f,y,p
g,s,f,n,e
d,y,f,m,p
d,s,f,y,p
l,s,f,n,e
p,k,f,f,p
g,k,f,n,e
g,k,f,n,e
l,k,f,s,p
p,s,f,y,p
d,k,f,f,p
p,s,f,f,p
l,k,f,s,p
p,k,f,y,p
g,k,f,n,e
p,k,f,y,p
g,k,f,n,e
l,y,f,n,p
p,k,f,s,p
l,k,f,y,p
g,s,f,n,e
l,s,f,n,e
l,k,f,y,p
l,s,f,n,e
l,s,f,y,p
l,k,f,f,p
p,s,f,y,p
g,s,f,n,e
l,s,f,n,e
l,s,f,n,e
d,k,f,f,p
p,s,t,n,e
g,s,f,n,e
l,s,f,s,p
g,s,f,n,e
p,s,f,f,p
d,s,f,y,p
d,s,f,s,p
p,s,t,n,e
d,s,f,f,p
p,s,f,f,p
l,s,f,n,e
l,k,f,f,p
d,k,f,y,p
d,k,f,y,p
p,k,f,s,p
p,k,f,f,p
l,k,f,s,p
l,s,f,n,e
p,s,f,s,p
g,s,f,n,e
l,s,f,s,p
l,k,f,y,p
l,s,f,n,e
l,k,f,s,p
g,k,f,n,e
l,s,f,n,e
p,s,f,s,p
d,s,f,s,p
p,s,t,n,e
g,k,f,n,e
g,s,f,n,e
l,s,f,n,e
p,k,f,s,p
l,s,f,y,p
p,y,f,n,e
g,k,f,n,e
p,k,f,f,p
l,k,f,f,p
d,k,f,f,p
l,k,f,f,p
l,s,f,n,e
d,s,f,f,p
p,k,f,s,p
l,k,f,f,p
l,s,f,n,e
g,s,f,n,e
p,k,f,s,p
p,s,f,f,p
g,s,f,n,e
d,k,f,s,p
d,s,f,s,p
l,k,f,y,p
l,s,f,n,e
g,k,f,n,e
d,y,f,m,p
p,s,f,f,p
d,s,f,f,p
d,k,f,y,p
d,k,f,f,p
l,s,f,s,p
d,s,f,s,p
p,s,f,y,p
d,s,f,s,p
d,s,f,y,p
g,k,f,n,e
d,y,f,m,p
p,s,t,n,e
p,k,f,y,p
l,y,f,n,p
l,s,f,s,p
d,y,f,m,p
g,s,f,n,e
d,k,f,y,p
l,s,f,s,p
d,s,f,y,p
l,s,f,n,e
d,s,f,s,p
d,k,f,f,p
p,k,f,s,p
l,k,f,s,p
p,k,f,s,p
d,s,f,s,p
p,k,f,y,p
g,s,f,n,e
g,k,f,n,e
g,k,f,n,e
d,s,f,s,p
d,k,f,f,p
p,k,f,y,p
d,s,f,f,p
p,s,f,y,p
l,k,f,f,p
p,s,f,y,p
d,k,f,y,p
d,k,f,s,p
l,s,f,n,e
d,s,f,s,p
l,k,f,s,p
g,s,f,n,e
g,s,f,n,e
d,s,f,s,p
l,s,f,n,e
l,k,f,s,p
l,s,f,s,p
p,s,f,s,p
l,s,f,s,p
l,k,f,f,p
l,s,f,n,e
l,s,f,n,e
g,k,f,n,e
l,k,f,y,p
l,s,f,n,e
d,s,f,s,p
g,k,f,n,e
g,s,f,n,e
d,k,f,s,p
l,s,f,n,e
g,k,f,n,e
p,y,f,n,e
g,k,f,n,e
g,k,f,n,e
d,y,f,m,p
l,s,f,n,e
l,k,f,y,p
l,k,f,s,p
g,s,f,n,e
g,k,f,n,e
g,s,f,n,e
l,s,f,n,e
p,s,f,f,p
p,k,f,s,p
l,k,f,s,p
l,s,f,n,e
p,s,t,n,e
p,k,f,f,p
g,s,f,n,e
p,s,f,y,p
g,k,f,n,e
l,k,f,s,p
l,s,f,s,p
l,s,f,n,e
l,k,f,y,p
d,k,f,f,p
l,s,f,n,e
g,k,f,n,e
g,s,f,n,e
l,s,f,n,e
p,s,f,y,p
p,k,f,y,p
g,s,f,n,e
d,s,f,y,p
g,s,f,n,e
l,k,f,s,p
d,k,f,f,p
d,s,f,s,p
p,y,f,n,e
l,s,f,y,p
p,s,f,y,p
g,s,f,n,e
l,k,f,s,p
p,s,f,f,p
g,s,f,n,e
l,k,f,f,p
l,k,f,y,p
p,s,f,s,p
d,s,f,y,p
g,k,f,n,e
d,s,f,y,p
d,k,f,s,p
g,s,f,n,e
g,s,f,n,e
g,s,f,n,e
p,k,f,s,p
p,k,f,y,p
d,k,f,y,p
g,k,f,n,e
d,s,f,f,p
d,k,f,s,p
g,k,f,n,e
d,k,f,y,p
l,s,f,f,p
d,k,f,s,p
p,s,t,n,e
p,k,f,f,p
p,k,f,f,p
l,y,f,n,p
l,k,f,f,p
p,s,t,n,e
p,s,f,f,p
g,k,f,n,e
d,s,f,s,p
d,k,f,f,p
l,s,f,y,p
l,s,f,y,p
g,s,f,n,e
g,s,f,n,e
d,s,f,s,p
l,s,f,n,e
p,k,f,y,p
p,k,f,y,p
g,s,f,n,e
p,s,f,y,p
l,s,f,n,e
p,s,f,y,p
d,s,f,y,p
l,s,f,y,p
l,s,f,y,p
g,s,f,n,e
g,s,f,n,e
l,k,f,y,p
d,k,f,f,p
g,k,f,n,e
l,s,f,n,e
p,s,f,s,p
l,s,f,s,p
l,s,f,n,e
g,k,f,n,e
g,k,f,n,e
p,s,f,y,p
l,s,f,f,p
d,y,f,m,p
l,s,f,n,e
d,k,f,f,p
d,k,f,s,p
d,k,f,s,p
g,s,f,n,e
g,s,f,n,e
g,s,f,n,e
g,k,f,n,e
g,s,f,n,e
p,s,f,s,p
l,s,f,s,p
l,s,f,s,p
l,k,f,f,p
g,s,f,n,e
g,k,f,n,e
g,s,f,n,e
l,s,f,n,e
d,s,f,s,p
p,s,f,f,p
p,k,f,y,p
d,k,f,y,p
l,k,f,f,p
l,s,f,n,e
g,k,f,n,e
d,s,f,y,p
d,s,f,y,p
g,k,f,n,e
d,k,f,s,p
l,s,f,n,e
l,s,f,n,e
p,k,f,s,p
d,k,f,s,p
p,s,f,s,p
p,k,f,s,p
d,k,f,f,p
g,k,f,n,e
d,s,f,f,p
p,s,t,n,e
l,s,f,n,e
l,k,f,y,p
d,s,f,f,p
p,s,f,f,p
g,k,f,n,e
p,k,f,s,p
g,k,f,n,e
l,k,f,f,p
g,k,f,n,e
l,k,f,f,p
d,k,f,s,p
g,s,f,n,e
d,s,f,f,p
p,k,f,s,p
l,s,f,n,e
l,s,f,n,e
l,s,f,y,p
p,s,f,s,p
l,s,f,n,e
d,k,f,y,p
d,s,f,f,p
d,k,f,s,p
d,s,f,f,p
l,k,f,f,p
g,k,f,n,e
l,s,f,n,e
d,k,f,s,p
l,s,f,n,e
p,y,f,n,e
l,s,f,y,p
p,s,t,n,e
p,s,t,n,e
l,y,f,n,p
p,s,f,f,p
d,k,f,f,p
d,y,f,m,p
l,s,f,n,e
l,k,f,s,p
g,k,f,n,e
l,s,f,f,p
d,y,f,m,p
l,s,f,s,p
l,s,f,n,e
d,y,f,n,e
d,s,f,s,p
p,s,f,y,p
g,k,f,n,e
p,s,t,n,e
p,s,f,s,p
l,s,f,n,e
g,s,f,n,e
g,s,f,n,e
d,s,f,y,p
d,y,f,m,p
p,s,f,s,p
l,s,f,n,e
p,s,f,f,p
l,s,f,s,p
l,s,f,y,p
d,k,f,s,p
l,k,f,f,p
d,k,f,f,p
g,s,f,n,e
l,s,f,n,e
p,k,f,s,p
l,y,f,n,p
g,s,f,n,e
l,s,f,n,e
p,s,f,s,p
g,k,f,n,e
g,s,f,n,e
l,s,f,n,e
g,k,f,n,e
g,k,f,n,e
g,k,f,n,e
g,s,f,n,e
d,s,f,f,p
d,s,f,s,p
g,s,f,n,e
g,s,f,n,e
p,s,f,f,p
d,s,f,s,p
p,k,f,f,p
p,k,f,f,p
l,s,f,s,p
l,s,f,n,e
p,k,f,s,p
g,s,f,n,e
l,s,f,n,e
g,k,f,n,e
p,s,f,s,p
l,s,f,n,e
d,k,f,f,p
d,s,f,f,p
p,k,f,s,p
g,s,f,n,e
d,s,f,f,p
d,k,f,s,p
g,k,f,n,e
d,k,f,y,p
p,k,f,y,p
l,s,f,f,p
g,s,f,n,e
g,k,f,n,e
p,s,f,s,p
d,y,f,n,e
d,k,f,y,p
l,s,f,s,p
l,s,f,n,e
g,k,f,n,e
l,s,f,f,p
l,s,f,s,p
p,k,f,f,p
d,k,f,f,p
l,s,f,n,e
d,s,f,y,p
g,s,f,n,e
l,s,f,n,e
p,k,f,s,p
p,s,f,y,p
d,k,f,s,p
g,k,f,n,e
l,s,f,y,p
g,s,f,n,e
d,s,f,s,p
d,k,f,s,p
d,s,f,s,p
d,y,f,m,p
d,k,f,s,p
g,s,f,n,e
l,s,f,y,p
d,y,f,m,p
l,s,f,y,p
l,s,f,n,e
p,s,f,s,p
g,k,f,n,e
g,k,f,n,e
l,s,f,n,e
l,k,f,s,p
l,s,f,n,e
g,s,f,n,e
l,s,f,s,p
p,k,f,y,p
g,k,f,n,e
g,s,f,n,e
d,k,f,f,p
d,y,f,m,p
p,s,f,f,p
p,k,f,f,p
g,s,f,n,e
l,s,f,f,p
l,s,f,n,e
d,k,f,s,p
p,s,f,s,p
l,s,f,n,e
l,s,f,n,e
g,k,f,n,e
l,s,f,n,e
l,k,f,y,p
l,s,f,n,e
l,s,f,n,e
d,k,f,y,p
l,s,f,n,e
d,s,f,f,p
g,k,f,n,e
d,s,f,y,p
l,s,f,n,e
l,k,f,s,p
g,s,f,n,e
g,k,f,n,e
l,s,f,n,e
l,s,f,n,e
d,s,f,y,p
g,k,f,n,e
d,s,f,f,p
d,s,f,s,p
p,s,f,f,p
d,s,f,f,p
l,k,f,s,p
l,s,f,s,p
g,s,f,n,e
l,s,f,s,p
p,s,f,y,p
p,s,f,s,p
g,s,f,n,e
l,s,f,n,e
g,k,f,n,e
l,k,f,f,p
l,s,f,f,p
d,s,f,s,p
p,s,f,f,p
d,s,f,f,p
l,s,f,n,e
g,s,f,n,e
l,s,f,f,p
l,s,f,f,p
g,s,f,n,e
l,s,f,n,e
g,k,f,n,e
d,k,f,s,p
p,k,f,f,p
l,s,f,y,p
d,s,f,y,p
l,k,f,s,p
l,s,f,n,e
d,s,f,f,p
d,k,f,s,p
l,k,f,f,p
g,k,f,n,e
d,s,f,y,p
l,s,f,y,p
d,s,f,f,p
l,s,f,n,e
d,y,f,n,e
d,s,f,s,p
l,k,f,s,p
g,k,f,n,e
p,s,f,s,p
p,s,f,y,p
l,s,f,n,e
g,k,f,n,e
g,k,f,n,e
p,k,f,y,p
d,s,f,s,p
p,s,t,n,e
d,s,f,y,p
g,s,f,n,e
p,k,f,s,p
p,k,f,y,p
p,k,f,f,p
g,s,f,n,e
l,s,f,n,e
p,s,f,f,p
g,s,f,n,e
l,s,f,f,p
g,s,f,n,e
d,y,f,m,p
l,s,f,n,e
g,k,f,n,e
l,s,f,n,e
d,k,f,f,p
l,s,f,n,e
g,k,f,n,e
p,k,f,f,p
g,k,f,n,e
p,s,t,n,e
l,s,f,f,p
g,k,f,n,e
l,s,f,n,e
d,k,f,f,p
l,k,f,y,p
p,k,f,s,p
d,k,f,s,p
l,s,f,n,e
p,s,f,s,p
g,k,f,n,e
p,k,f,f,p
p,y,f,n,e
p,k,f,s,p
g,k,f,n,e
d,s,f,f,p
d,s,f,y,p
l,s,f,f,p
l,s,f,n,e
g,s,f,n,e
l,s,f,n,e
p,s,t,n,e
d,y,f,m,p
d,s,f,y,p
p,s,f,f,p
l,s,f,n,e
l,s,f,n,e
p,s,t,n,e
l,s,f,s,p
l,k,f,y,p
l,s,f,s,p
d,k,f,y,p
p,s,f,f,p
p,s,t,n,e
l,s,f,n,e
g,k,f,n,e
g,k,f,n,e
l,s,f,n,e
l,s,f,n,e
g,s,f,n,e
l,s,f,f,p
g,k,f,n,e
p,s,f,y,p
d,k,f,y,p
d,k,f,f,p
l,s,f,n,e
p,s,t,n,e
g,k,f,n,e
d,s,f,f,p
l,k,f,f,p
p,k,f,y,p
l,s,f,n,e
l,s,f,n,e
g,s,f,n,e
p,s,f,f,p
g,s,f,n,e
g,k,f,n,e
g,s,f,n,e
l,s,f,n,e
p,k,f,s,p
l,s,f,n,e
d,s,f,f,p
d,y,f,m,p
d,s,f,y,p
g,k,f,n,e
d,y,f,n,e
l,s,f,n,e
p,y,f,n,e
l,k,f,f,p
l,s,f,n,e
p,k,f,y,p
p,s,f,f,p
g,s,f,n,e
l,k,f,f,p
g,s,f,n,e
l,s,f,n,e
p,k,f,y,p
l,s,f,n,e
l,k,f,y,p
p,s,f,s,p
l,s,f,n,e
l,s,f,n,e
p,y,f,n,e
g,s,f,n,e
l,s,f,n,e
p,k,f,f,p
d,s,f,s,p
p,k,f,y,p
d,k,f,f,p
p,k,f,f,p
l,s,f,n,e
l,s,f,n,e
l,s,f,n,e
l,s,f,s,p
l,s,f,n,e
g,s,f,n,e
g,k,f,n,e
p,s,f,s,p
g,k,f,n,e
g,k,f,n,e
g,k,f,n,e
d,s,f,y,p
l,s,f,y,p
p,k,f,y,p
p,k,f,y,p
d,s,f,f,p
l,s,f,n,e
l,s,f,n,e
l,s,f,f,p
l,s,f,f,p
g,s,f,n,e
g,k,f,n,e
p,k,f,f,p
d,s,f,f,p
l,s,f,f,p
l,s,f,n,e
g,s,f,n,e
l,s,f,n,e
d,k,f,y,p
p,s,t,n,e
l,k,f,f,p
l,s,f,n,e
p,s,f,y,p
l,s,f,n,e
l,s,f,n,e
l,s,f,n,e
p,s,f,y,p
g,s,f,n,e
d,k,f,y,p
d,k,f,y,p
l,s,f,f,p
d,k,f,s,p
g,k,f,n,e
l,s,f,n,e
d,k,f,f,p
l,s,f,n,e
g,s,f,n,e
l,s,f,n,e
l,s,f,n,e
l,k,f,s,p
p,s,f,f,p
d,s,f,s,p
p,k,f,s,p
l,k,f,y,p
g,s,f,n,e
l,s,f,f,p
l,s,f,n,e
p,k,f,f,p
l,s,f,n,e
l,s,f,n,e
l,s,f,n,e
l,k,f,s,p
l,s,f,n,e
p,k,f,f,p
l,s,f,n,e
g,k,f,n,e
l,s,f,n,e
l,s,f,n,e
l,s,f,n,e
g,s,f,n,e
l,s,f,f,p
d,k,f,s,p
p,s,f,f,p
p,k,f,s,p
l,s,f,y,p
g,k,f,n,e
g,k,f,n,e
l,s,f,n,e
p,s,f,f,p
l,s,f,n,e
d,k,f,f,p
d,s,f,f,p
p,k,f,f,p
p,s,f,y,p
d,k,f,y,p
g,s,f,n,e
d,y,f,m,p
g,s,f,n,e
l,k,f,s,p
d,k,f,y,p
g,k,f,n,e
l,s,f,n,e
p,s,f,s,p
l,s,f,n,e
l,s,f,n,e
l,s,f,n,e
l,s,f,n,e
l,s,f,n,e
l,s,f,n,e
l,s,f,y,p
g,s,f,n,e
l,s,f,n,e
g,s,f,n,e
l,s,f,n,e
d,k,f,y,p
d,y,f,m,p
l,s,f,n,e
l,k,f,s,p
d,s,f,y,p
d,s,f,f,p
l,s,f,n,e
l,s,f,n,e
l,s,f,n,e
l,k,f,y,p
l,s,f,n,e
