@relation 'spambase-weka.filters.supervised.attribute.Discretize-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R49,51,44,13,39,33,42,35,1,18,12,20,8,3,46,10,24,6,27,17,25,5,45,7,53,50,16,21,19,52,55-58-weka.filters.unsupervised.attribute.Remove-V-R33,22,31-32,27-28,24,21,25,30,34'

@attribute capital_run_length_total {'\'(-inf-14.5]\'','\'(14.5-31.5]\'','\'(31.5-71.5]\'','\'(71.5-130.5]\'','\'(130.5-710]\'','\'(710-inf)\''}
@attribute word_freq_our {'\'(-inf-0.01]\'','\'(0.01-0.345]\'','\'(0.345-inf)\''}
@attribute capital_run_length_average {'\'(-inf-1.0535]\'','\'(1.0535-2.014]\'','\'(2.014-3.381]\'','\'(3.381-4.813]\'','\'(4.813-inf)\''}
@attribute capital_run_length_longest {'\'(-inf-5.5]\'','\'(5.5-9.5]\'','\'(9.5-18.5]\'','\'(18.5-55.5]\'','\'(55.5-251.5]\'','\'(251.5-inf)\''}
@attribute word_freq_free {'\'(-inf-0.095]\'','\'(0.095-inf)\''}
@attribute word_freq_your {'\'(-inf-0.405]\'','\'(0.405-0.915]\'','\'(0.915-6.6]\'','\'(6.6-inf)\''}
@attribute word_freq_remove {'\'(-inf-0.01]\'','\'(0.01-inf)\''}
@attribute word_freq_hp {'\'(-inf-0.12]\'','\'(0.12-1.495]\'','\'(1.495-inf)\''}
@attribute char_freq_$ {'\'(-inf-0.0125]\'','\'(0.0125-0.0555]\'','\'(0.0555-0.1475]\'','\'(0.1475-inf)\''}
@attribute char_freq_! {'\'(-inf-0.005]\'','\'(0.005-0.011]\'','\'(0.011-0.0795]\'','\'(0.0795-0.3775]\'','\'(0.3775-inf)\''}
@attribute class {0,1}

@data
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(4.813-inf)\'','\'(18.5-55.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.3775-inf)\'',1
'\'(31.5-71.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.3775-inf)\'',1
'\'(710-inf)\'','\'(0.01-0.345]\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.3775-inf)\'',1
'\'(71.5-130.5]\'','\'(-inf-0.01]\'','\'(4.813-inf)\'','\'(18.5-55.5]\'','\'(-inf-0.095]\'','\'(0.405-0.915]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(-inf-0.005]\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.0795-0.3775]\'',1
'\'(710-inf)\'','\'(0.345-inf)\'','\'(4.813-inf)\'','\'(251.5-inf)\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.3775-inf)\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.3775-inf)\'',1
'\'(31.5-71.5]\'','\'(-inf-0.01]\'','\'(1.0535-2.014]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.0795-0.3775]\'',1
'\'(710-inf)\'','\'(-inf-0.01]\'','\'(3.381-4.813]\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.0795-0.3775]\'',1
'\'(31.5-71.5]\'','\'(-inf-0.01]\'','\'(3.381-4.813]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.0795-0.3775]\'',1
'\'(71.5-130.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(18.5-55.5]\'','\'(0.095-inf)\'','\'(-inf-0.405]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.0795-0.3775]\'',1
'\'(71.5-130.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.011-0.0795]\'',1
'\'(31.5-71.5]\'','\'(-inf-0.01]\'','\'(1.0535-2.014]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(0.405-0.915]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.3775-inf)\'',1
'\'(31.5-71.5]\'','\'(-inf-0.01]\'','\'(1.0535-2.014]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(0.405-0.915]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.3775-inf)\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(2.014-3.381]\'','\'(18.5-55.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.3775-inf)\'',1
'\'(710-inf)\'','\'(0.345-inf)\'','\'(4.813-inf)\'','\'(251.5-inf)\'','\'(0.095-inf)\'','\'(-inf-0.405]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.3775-inf)\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(3.381-4.813]\'','\'(55.5-251.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0125-0.0555]\'','\'(0.0795-0.3775]\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.0795-0.3775]\'',1
'\'(130.5-710]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(55.5-251.5]\'','\'(-inf-0.095]\'','\'(0.405-0.915]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.0795-0.3775]\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(3.381-4.813]\'','\'(18.5-55.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.0795-0.3775]\'',1
'\'(130.5-710]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(55.5-251.5]\'','\'(-inf-0.095]\'','\'(0.405-0.915]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.0795-0.3775]\'',1
'\'(710-inf)\'','\'(0.01-0.345]\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.3775-inf)\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(4.813-inf)\'','\'(18.5-55.5]\'','\'(-inf-0.095]\'','\'(0.405-0.915]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.3775-inf)\'',1
'\'(71.5-130.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(18.5-55.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.0795-0.3775]\'',1
'\'(71.5-130.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(18.5-55.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.0795-0.3775]\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(2.014-3.381]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.0795-0.3775]\'',1
'\'(71.5-130.5]\'','\'(0.345-inf)\'','\'(1.0535-2.014]\'','\'(9.5-18.5]\'','\'(0.095-inf)\'','\'(-inf-0.405]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.0795-0.3775]\'',1
'\'(31.5-71.5]\'','\'(-inf-0.01]\'','\'(3.381-4.813]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.0795-0.3775]\'',1
'\'(31.5-71.5]\'','\'(-inf-0.01]\'','\'(3.381-4.813]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.0795-0.3775]\'',1
'\'(130.5-710]\'','\'(0.01-0.345]\'','\'(2.014-3.381]\'','\'(18.5-55.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.011-0.0795]\'',1
'\'(31.5-71.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(18.5-55.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.3775-inf)\'',1
'\'(14.5-31.5]\'','\'(-inf-0.01]\'','\'(1.0535-2.014]\'','\'(-inf-5.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(-inf-0.005]\'',1
'\'(130.5-710]\'','\'(-inf-0.01]\'','\'(4.813-inf)\'','\'(251.5-inf)\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.0795-0.3775]\'',1
'\'(71.5-130.5]\'','\'(-inf-0.01]\'','\'(1.0535-2.014]\'','\'(9.5-18.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.0795-0.3775]\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(1.0535-2.014]\'','\'(18.5-55.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.0795-0.3775]\'',1
'\'(31.5-71.5]\'','\'(0.345-inf)\'','\'(1.0535-2.014]\'','\'(-inf-5.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.005]\'',1
'\'(71.5-130.5]\'','\'(0.345-inf)\'','\'(2.014-3.381]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.0795-0.3775]\'',1
'\'(-inf-14.5]\'','\'(-inf-0.01]\'','\'(-inf-1.0535]\'','\'(-inf-5.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.005]\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(3.381-4.813]\'','\'(18.5-55.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.0795-0.3775]\'',1
'\'(14.5-31.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.005]\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(4.813-inf)\'','\'(18.5-55.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.0795-0.3775]\'',1
'\'(31.5-71.5]\'','\'(-inf-0.01]\'','\'(1.0535-2.014]\'','\'(5.5-9.5]\'','\'(-inf-0.095]\'','\'(0.405-0.915]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.0125-0.0555]\'','\'(-inf-0.005]\'',1
'\'(71.5-130.5]\'','\'(0.345-inf)\'','\'(1.0535-2.014]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.0795-0.3775]\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.3775-inf)\'',1
'\'(14.5-31.5]\'','\'(-inf-0.01]\'','\'(-inf-1.0535]\'','\'(-inf-5.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.3775-inf)\'',1
'\'(31.5-71.5]\'','\'(0.345-inf)\'','\'(2.014-3.381]\'','\'(5.5-9.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.0795-0.3775]\'',1
'\'(710-inf)\'','\'(0.01-0.345]\'','\'(4.813-inf)\'','\'(251.5-inf)\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.3775-inf)\'',1
'\'(130.5-710]\'','\'(0.01-0.345]\'','\'(3.381-4.813]\'','\'(18.5-55.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0125-0.0555]\'','\'(0.3775-inf)\'',1
'\'(130.5-710]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.0795-0.3775]\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.0795-0.3775]\'',1
'\'(710-inf)\'','\'(-inf-0.01]\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.405-0.915]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.3775-inf)\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(3.381-4.813]\'','\'(18.5-55.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(-inf-0.005]\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.405-0.915]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.3775-inf)\'',1
'\'(71.5-130.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(18.5-55.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.0795-0.3775]\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(1.0535-2.014]\'','\'(18.5-55.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(-inf-0.005]\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(1.0535-2.014]\'','\'(9.5-18.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.0795-0.3775]\'',1
'\'(130.5-710]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(18.5-55.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.0795-0.3775]\'',1
'\'(130.5-710]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(18.5-55.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.0795-0.3775]\'',1
'\'(31.5-71.5]\'','\'(-inf-0.01]\'','\'(3.381-4.813]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.005]\'',1
'\'(31.5-71.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.005]\'',1
'\'(130.5-710]\'','\'(0.01-0.345]\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.405-0.915]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.005]\'',1
'\'(710-inf)\'','\'(0.01-0.345]\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.0795-0.3775]\'',1
'\'(71.5-130.5]\'','\'(-inf-0.01]\'','\'(4.813-inf)\'','\'(18.5-55.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.3775-inf)\'',1
'\'(71.5-130.5]\'','\'(-inf-0.01]\'','\'(3.381-4.813]\'','\'(18.5-55.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.0795-0.3775]\'',1
'\'(71.5-130.5]\'','\'(-inf-0.01]\'','\'(4.813-inf)\'','\'(18.5-55.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.3775-inf)\'',1
'\'(130.5-710]\'','\'(0.01-0.345]\'','\'(3.381-4.813]\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.0125-0.0555]\'','\'(0.0795-0.3775]\'',1
'\'(71.5-130.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(18.5-55.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.0795-0.3775]\'',1
'\'(130.5-710]\'','\'(-inf-0.01]\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.3775-inf)\'',1
'\'(130.5-710]\'','\'(-inf-0.01]\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.3775-inf)\'',1
'\'(130.5-710]\'','\'(-inf-0.01]\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.3775-inf)\'',1
'\'(31.5-71.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.005]\'',1
'\'(71.5-130.5]\'','\'(-inf-0.01]\'','\'(3.381-4.813]\'','\'(18.5-55.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(-inf-0.005]\'',1
'\'(710-inf)\'','\'(0.345-inf)\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.3775-inf)\'',1
'\'(710-inf)\'','\'(-inf-0.01]\'','\'(4.813-inf)\'','\'(251.5-inf)\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0125-0.0555]\'','\'(0.0795-0.3775]\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(3.381-4.813]\'','\'(55.5-251.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0125-0.0555]\'','\'(0.0795-0.3775]\'',1
'\'(710-inf)\'','\'(0.345-inf)\'','\'(3.381-4.813]\'','\'(55.5-251.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.3775-inf)\'',1
'\'(130.5-710]\'','\'(-inf-0.01]\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.3775-inf)\'',1
'\'(710-inf)\'','\'(0.01-0.345]\'','\'(4.813-inf)\'','\'(251.5-inf)\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.005]\'',1
'\'(71.5-130.5]\'','\'(0.345-inf)\'','\'(1.0535-2.014]\'','\'(-inf-5.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.0795-0.3775]\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(2.014-3.381]\'','\'(18.5-55.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.011-0.0795]\'',1
'\'(31.5-71.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.0795-0.3775]\'',1
'\'(31.5-71.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.005]\'',1
'\'(31.5-71.5]\'','\'(-inf-0.01]\'','\'(1.0535-2.014]\'','\'(-inf-5.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.0795-0.3775]\'',1
'\'(130.5-710]\'','\'(0.345-inf)\'','\'(2.014-3.381]\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.3775-inf)\'',1
'\'(71.5-130.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(18.5-55.5]\'','\'(0.095-inf)\'','\'(-inf-0.405]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.3775-inf)\'',1
'\'(130.5-710]\'','\'(0.01-0.345]\'','\'(1.0535-2.014]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.011-0.0795]\'',1
'\'(130.5-710]\'','\'(-inf-0.01]\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.0795-0.3775]\'',1
'\'(710-inf)\'','\'(0.345-inf)\'','\'(4.813-inf)\'','\'(55.5-251.5]\'','\'(0.095-inf)\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.3775-inf)\'',1
'\'(14.5-31.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.005]\'',1
'\'(71.5-130.5]\'','\'(0.345-inf)\'','\'(2.014-3.381]\'','\'(9.5-18.5]\'','\'(0.095-inf)\'','\'(0.405-0.915]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.0795-0.3775]\'',1
'\'(71.5-130.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(9.5-18.5]\'','\'(-inf-0.095]\'','\'(-inf-0.405]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.3775-inf)\'',1
'\'(31.5-71.5]\'','\'(-inf-0.01]\'','\'(2.014-3.381]\'','\'(18.5-55.5]\'','\'(-inf-0.095]\'','\'(0.915-6.6]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.3775-inf)\'',1
