@relation 'mushroom-weka.filters.unsupervised.attribute.Remove-V-R15,13,9,20,8,5,23-weka.filters.unsupervised.attribute.Remove-V-R1-2,4,6,5,7'

@attribute stalk-color-below-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute odor {a,c,f,l,m,n,p,s,y}
@attribute gill-size {b,n}
@attribute class {e,p}

@data
w,s,w,n,n,p
w,s,h,f,b,p
w,s,w,s,n,p
w,s,w,n,b,e
w,s,w,y,n,p
w,s,w,s,n,p
w,f,h,f,b,p
e,s,w,n,b,e
w,s,h,f,b,p
w,s,r,n,b,p
n,s,w,n,n,e
w,s,h,f,b,p
w,s,h,f,b,p
n,k,h,f,b,p
w,s,w,n,b,e
w,s,w,n,b,e
w,f,h,n,n,e
e,s,w,n,b,e
w,f,h,f,b,p
w,k,w,y,n,p
e,s,w,n,b,e
w,s,r,n,b,p
w,f,h,f,b,p
w,s,h,f,b,p
w,s,w,n,b,e
w,f,h,f,b,p
e,s,w,n,b,e
w,s,r,n,b,p
w,s,w,s,n,p
n,k,h,f,b,p
w,f,h,f,b,p
n,f,w,n,n,e
w,f,h,f,b,p
w,s,h,f,b,p
w,s,r,n,b,p
w,s,r,n,b,p
w,f,h,f,b,p
e,s,w,n,b,e
w,k,w,s,n,p
n,k,h,f,b,p
w,s,w,n,b,e
w,s,w,f,n,p
w,s,h,f,b,p
w,s,r,n,b,p
p,s,w,y,n,p
w,f,h,f,b,p
w,s,h,f,b,p
w,f,h,n,n,e
w,s,h,f,b,p
w,s,h,f,b,p
w,f,h,n,n,e
p,k,w,s,n,p
w,s,w,n,b,e
w,k,w,f,n,p
p,k,w,y,n,p
w,f,h,f,b,p
w,f,h,n,n,e
w,s,r,n,b,p
w,f,h,f,b,p
n,f,w,n,n,e
w,f,h,n,n,e
w,f,h,f,b,p
w,f,h,n,n,e
p,k,w,y,n,p
w,s,w,n,b,e
w,s,r,n,b,p
y,y,w,n,n,p
p,k,h,f,b,p
w,f,h,f,b,p
b,k,h,f,b,p
e,s,w,n,b,e
w,s,r,n,b,p
w,s,r,n,b,p
p,k,w,s,n,p
w,s,h,f,b,p
b,k,h,f,b,p
w,s,r,n,b,p
n,f,w,n,n,e
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
w,f,h,f,b,p
p,k,w,y,n,p
y,y,w,n,n,p
w,k,w,f,n,p
w,f,h,f,b,p
n,k,h,f,b,p
n,s,w,n,n,e
w,s,h,f,b,p
w,f,h,f,b,p
e,s,w,n,b,e
w,s,h,f,b,p
n,k,h,f,b,p
p,k,w,f,n,p
w,s,h,f,b,p
w,s,h,f,b,p
n,k,h,f,b,p
n,s,w,n,n,e
p,k,w,s,n,p
e,s,w,n,b,e
w,s,w,y,n,p
w,f,h,f,b,p
p,k,w,y,n,p
e,s,w,n,b,e
p,k,h,f,b,p
w,f,h,f,b,p
e,s,w,n,b,e
p,k,h,f,b,p
p,k,h,f,b,p
w,s,w,n,b,e
w,f,h,f,b,p
w,s,w,n,b,e
b,k,h,f,b,p
w,f,h,f,b,p
p,k,w,s,n,p
n,k,h,f,b,p
w,s,r,n,b,p
p,s,w,s,n,p
w,f,h,n,n,e
w,f,h,n,n,e
w,s,w,f,n,p
w,s,h,f,b,p
w,f,h,n,n,e
w,s,r,n,b,p
b,k,h,f,b,p
w,f,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
w,f,h,f,b,p
w,f,h,n,n,e
w,s,h,f,b,p
e,s,w,n,b,e
w,k,w,s,n,p
w,f,h,f,b,p
p,k,h,f,b,p
w,s,r,n,b,p
w,k,w,f,n,p
w,s,r,n,b,p
p,k,h,f,b,p
b,k,h,f,b,p
w,s,w,n,b,e
e,s,w,n,b,e
w,s,w,f,n,p
e,s,w,n,b,e
w,s,r,n,b,p
w,s,w,n,b,e
p,k,w,y,n,p
e,s,w,n,b,e
w,s,h,f,b,p
w,s,r,n,b,p
w,k,w,s,n,p
w,s,w,y,n,p
b,k,h,f,b,p
p,k,w,f,n,p
p,k,w,s,n,p
w,s,h,f,b,p
w,s,w,n,b,e
w,f,h,n,n,e
p,k,h,f,b,p
w,f,h,f,b,p
p,k,w,s,n,p
w,f,h,f,b,p
w,f,h,f,b,p
p,k,h,f,b,p
w,s,r,n,b,p
e,s,w,n,b,e
w,k,w,y,n,p
n,k,h,f,b,p
w,s,w,n,b,e
w,f,h,f,b,p
w,f,h,f,b,p
w,s,h,f,b,p
b,k,h,f,b,p
p,s,w,f,n,p
w,f,h,f,b,p
w,s,w,n,b,e
e,s,w,n,b,e
w,f,h,n,n,e
w,s,h,f,b,p
w,s,h,f,b,p
w,s,w,n,b,e
p,k,h,f,b,p
w,k,w,s,n,p
w,s,r,n,b,p
n,k,h,f,b,p
n,s,w,n,n,e
n,k,h,f,b,p
w,s,h,f,b,p
e,s,w,n,b,e
e,s,w,n,b,e
w,f,h,f,b,p
n,k,h,f,b,p
w,f,h,f,b,p
p,k,h,f,b,p
w,s,h,f,b,p
e,s,w,n,b,e
w,s,w,n,b,e
b,k,h,f,b,p
w,s,w,n,b,e
w,s,w,n,b,e
w,f,h,f,b,p
w,s,h,f,b,p
p,k,h,f,b,p
w,f,h,f,b,p
w,s,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
w,s,r,n,b,p
w,s,w,f,n,p
w,s,r,n,b,p
w,s,w,n,b,e
w,s,w,y,n,p
p,s,w,y,n,p
p,s,w,f,n,p
w,s,h,f,b,p
n,y,w,n,n,p
w,f,h,f,b,p
w,s,w,n,b,e
e,s,w,n,b,e
e,s,w,n,b,e
w,s,r,n,b,p
w,f,h,f,b,p
w,s,h,f,b,p
n,k,h,f,b,p
w,s,w,s,n,p
w,s,r,n,b,p
w,f,h,f,b,p
w,s,r,n,b,p
w,f,h,n,n,e
n,s,w,n,n,e
n,k,h,f,b,p
w,f,h,f,b,p
p,k,h,f,b,p
e,s,w,n,b,e
p,k,h,f,b,p
n,y,w,n,n,p
p,s,w,s,n,p
b,k,h,f,b,p
b,k,h,f,b,p
w,s,h,f,b,p
p,k,w,f,n,p
w,s,w,n,b,e
n,f,w,n,n,e
w,s,r,n,b,p
y,y,w,n,n,p
n,k,h,f,b,p
w,k,w,s,n,p
p,k,h,f,b,p
p,k,h,f,b,p
w,f,h,f,b,p
w,f,h,n,n,e
p,s,w,y,n,p
w,s,r,n,b,p
p,k,w,y,n,p
w,s,h,f,b,p
w,s,h,f,b,p
w,s,w,n,b,e
w,f,h,f,b,p
n,f,w,n,n,e
n,k,h,f,b,p
w,f,h,n,n,e
w,s,h,f,b,p
w,s,r,n,b,p
n,k,h,f,b,p
w,f,h,f,b,p
w,k,w,f,n,p
b,k,h,f,b,p
w,s,h,f,b,p
w,f,h,f,b,p
w,k,w,s,n,p
n,k,h,f,b,p
p,k,w,f,n,p
w,s,r,n,b,p
p,k,h,f,b,p
p,s,w,y,n,p
w,s,w,f,n,p
w,s,w,n,b,e
w,f,h,n,n,e
w,f,h,f,b,p
p,k,h,f,b,p
p,s,w,f,n,p
p,s,w,s,n,p
p,s,w,f,n,p
w,k,w,f,n,p
w,s,w,f,n,p
p,k,w,s,n,p
p,s,w,y,n,p
w,s,w,y,n,p
w,k,w,s,n,p
p,k,w,f,n,p
w,k,w,f,n,p
p,s,w,s,n,p
p,k,w,s,n,p
w,s,w,f,n,p
p,k,w,y,n,p
p,k,w,f,n,p
p,k,w,y,n,p
w,s,w,f,n,p
p,s,w,s,n,p
p,k,w,y,n,p
w,s,w,f,n,p
w,k,w,y,n,p
w,k,w,s,n,p
p,s,w,y,n,p
p,s,w,y,n,p
w,k,w,s,n,p
w,k,w,y,n,p
w,k,w,y,n,p
p,s,w,s,n,p
p,s,w,y,n,p
w,k,w,s,n,p
p,k,w,s,n,p
w,k,w,s,n,p
w,k,w,f,n,p
w,k,w,s,n,p
p,k,w,s,n,p
w,s,w,f,n,p
w,s,w,y,n,p
o,s,n,n,b,e
p,k,w,y,n,p
o,s,n,n,b,e
p,s,w,y,n,p
w,s,w,s,n,p
p,k,w,y,n,p
w,s,w,y,n,p
w,k,w,y,n,p
p,s,w,f,n,p
p,k,w,s,n,p
w,k,w,y,n,p
w,k,w,f,n,p
w,k,w,s,n,p
w,k,w,f,n,p
p,s,w,s,n,p
p,k,w,y,n,p
p,k,w,f,n,p
p,s,w,y,n,p
p,s,w,f,n,p
w,s,w,y,n,p
p,s,w,f,n,p
p,s,w,s,n,p
p,k,w,f,n,p
w,s,w,f,n,p
p,s,w,s,n,p
p,k,w,f,n,p
p,s,w,s,n,p
w,s,w,s,n,p
p,k,w,f,n,p
w,k,w,s,n,p
w,k,w,n,b,e
p,k,w,y,n,p
p,k,w,f,n,p
w,s,w,f,n,p
w,s,w,s,n,p
p,k,w,s,n,p
p,k,w,s,n,p
p,s,w,f,n,p
p,k,w,y,n,p
p,k,w,f,n,p
w,s,w,s,n,p
p,s,w,s,n,p
w,s,w,y,n,p
p,k,w,y,n,p
w,k,w,s,n,p
w,s,w,s,n,p
p,s,w,y,n,p
p,s,w,s,n,p
p,s,w,y,n,p
w,s,w,s,n,p
p,s,w,y,n,p
w,k,w,s,n,p
p,k,w,f,n,p
p,k,w,y,n,p
p,k,w,f,n,p
p,k,w,f,n,p
w,k,w,y,n,p
p,s,w,f,n,p
w,k,w,f,n,p
p,k,w,y,n,p
p,k,w,y,n,p
w,s,w,f,n,p
w,k,w,f,n,p
w,s,w,s,n,p
p,s,w,f,n,p
w,s,w,s,n,p
w,k,w,y,n,p
p,k,w,y,n,p
p,k,w,s,n,p
p,k,w,y,n,p
w,s,w,s,n,p
p,s,w,f,n,p
p,k,w,y,n,p
w,k,w,s,n,p
p,k,w,f,n,p
w,s,w,f,n,p
p,s,w,f,n,p
w,k,w,s,n,p
w,k,w,s,n,p
p,s,w,f,n,p
p,s,w,f,n,p
w,k,w,s,n,p
w,s,w,n,b,e
p,k,w,y,n,p
p,s,w,y,n,p
w,k,w,y,n,p
p,k,w,s,n,p
w,k,w,y,n,p
w,s,w,s,n,p
p,k,w,f,n,p
w,s,w,f,n,p
p,k,w,y,n,p
w,s,w,f,n,p
p,s,w,f,n,p
w,k,w,y,n,p
w,s,w,y,n,p
p,s,w,s,n,p
w,s,w,f,n,p
w,s,w,s,n,p
w,k,w,y,n,p
p,k,w,y,n,p
p,s,w,f,n,p
p,k,w,s,n,p
w,s,w,y,n,p
w,s,w,n,b,e
p,s,w,s,n,p
p,k,w,f,n,p
w,s,w,s,n,p
p,k,w,y,n,p
w,s,w,n,b,e
w,k,w,s,n,p
p,s,w,s,n,p
p,s,w,s,n,p
w,k,w,f,n,p
p,k,w,f,n,p
p,k,w,f,n,p
p,k,w,s,n,p
p,s,w,y,n,p
w,s,w,f,n,p
p,s,w,f,n,p
w,k,w,f,n,p
w,s,w,s,n,p
p,s,w,f,n,p
p,k,w,s,n,p
p,s,w,s,n,p
w,k,w,s,n,p
w,s,w,y,n,p
w,s,w,y,n,p
w,k,w,f,n,p
w,k,w,y,n,p
p,k,w,y,n,p
w,s,w,y,n,p
p,s,w,y,n,p
w,k,w,f,n,p
p,s,w,f,n,p
p,s,w,f,n,p
p,s,w,f,n,p
p,k,w,f,n,p
w,s,w,f,n,p
w,s,w,f,n,p
w,s,w,s,n,p
w,s,w,y,n,p
p,s,w,f,n,p
w,k,w,s,n,p
w,s,w,f,n,p
w,k,w,s,n,p
p,k,w,s,n,p
p,k,w,y,n,p
w,k,w,f,n,p
w,k,w,s,n,p
p,k,w,s,n,p
p,s,w,s,n,p
p,k,w,s,n,p
w,k,w,f,n,p
p,s,w,f,n,p
p,k,w,f,n,p
w,k,w,n,b,e
p,k,w,s,n,p
w,s,w,s,n,p
p,s,w,s,n,p
p,s,w,y,n,p
w,k,w,y,n,p
p,k,w,f,n,p
w,k,w,f,n,p
p,s,w,f,n,p
w,s,w,n,b,e
w,k,w,s,n,p
p,s,w,f,n,p
p,s,w,y,n,p
w,k,w,s,n,p
p,k,w,y,n,p
w,k,w,y,n,p
w,k,w,f,n,p
w,k,w,y,n,p
w,k,w,f,n,p
w,k,w,s,n,p
w,s,w,n,b,e
w,k,w,s,n,p
w,s,w,f,n,p
p,k,w,f,n,p
p,k,w,s,n,p
w,k,w,n,b,e
p,s,w,s,n,p
p,s,w,y,n,p
w,k,w,f,n,p
w,k,w,s,n,p
p,s,w,f,n,p
w,s,w,y,n,p
p,k,w,s,n,p
p,k,w,f,n,p
p,k,w,s,n,p
w,s,w,y,n,p
w,s,w,y,n,p
p,s,w,y,n,p
p,s,w,y,n,p
p,k,w,y,n,p
w,k,w,f,n,p
p,s,w,f,n,p
p,s,w,f,n,p
p,k,w,s,n,p
w,k,w,y,n,p
p,k,w,y,n,p
p,k,w,s,n,p
p,s,w,f,n,p
p,k,w,f,n,p
p,s,w,y,n,p
w,s,w,y,n,p
p,s,w,f,n,p
w,s,w,s,n,p
w,k,w,s,n,p
w,k,w,f,n,p
p,k,w,y,n,p
w,k,w,s,n,p
w,k,w,s,n,p
w,s,w,f,n,p
p,k,w,s,n,p
w,k,w,s,n,p
w,k,w,y,n,p
w,s,w,y,n,p
p,s,w,s,n,p
w,k,w,s,n,p
w,k,w,y,n,p
p,k,w,f,n,p
w,s,w,n,b,e
w,s,w,y,n,p
w,k,w,s,n,p
p,k,w,y,n,p
p,k,w,s,n,p
p,s,w,s,n,p
p,s,w,y,n,p
w,k,w,s,n,p
p,s,w,y,n,p
w,s,w,f,n,p
w,s,w,s,n,p
p,k,w,s,n,p
p,k,w,f,n,p
w,k,w,s,n,p
w,s,w,y,n,p
w,s,w,s,n,p
w,s,w,f,n,p
w,k,w,f,n,p
w,k,w,n,b,e
w,k,w,s,n,p
w,s,w,y,n,p
p,k,w,f,n,p
p,s,w,f,n,p
p,s,w,y,n,p
p,k,w,s,n,p
p,k,w,f,n,p
w,s,w,f,n,p
p,s,w,f,n,p
w,s,w,s,n,p
w,s,w,y,n,p
p,s,w,s,n,p
w,s,w,s,n,p
w,s,w,s,n,p
w,s,w,y,n,p
w,k,w,f,n,p
p,s,w,f,n,p
w,k,w,f,n,p
p,s,w,y,n,p
w,k,w,y,n,p
p,s,w,s,n,p
p,s,w,y,n,p
p,k,w,f,n,p
w,k,w,s,n,p
p,k,w,s,n,p
p,s,w,f,n,p
w,s,w,f,n,p
w,k,w,f,n,p
w,s,w,y,n,p
p,s,w,f,n,p
p,s,w,f,n,p
w,s,w,f,n,p
w,k,w,f,n,p
p,s,w,s,n,p
p,s,w,f,n,p
p,s,w,y,n,p
w,k,w,f,n,p
w,s,w,y,n,p
w,s,w,f,n,p
w,s,w,y,n,p
p,k,w,f,n,p
p,s,w,y,n,p
w,k,w,f,n,p
w,s,w,s,n,p
w,s,w,s,n,p
w,s,w,y,n,p
p,k,w,s,n,p
p,s,w,y,n,p
w,s,w,f,n,p
p,k,w,f,n,p
p,k,w,f,n,p
w,k,w,n,b,e
w,s,w,f,n,p
p,s,w,f,n,p
w,s,w,s,n,p
w,k,w,s,n,p
p,k,w,f,n,p
p,s,w,y,n,p
p,s,w,s,n,p
p,k,w,f,n,p
w,k,w,f,n,p
p,k,w,f,n,p
p,s,w,f,n,p
p,k,w,y,n,p
p,s,w,f,n,p
w,k,w,f,n,p
p,s,w,f,n,p
p,s,w,s,n,p
w,k,w,f,n,p
p,k,w,f,n,p
p,k,w,f,n,p
p,s,w,f,n,p
w,k,w,s,n,p
p,s,w,y,n,p
w,k,w,y,n,p
w,s,w,y,n,p
p,k,w,f,n,p
w,s,w,y,n,p
w,s,w,y,n,p
p,k,w,f,n,p
p,s,w,f,n,p
p,s,w,y,n,p
p,k,w,f,n,p
p,k,w,s,n,p
p,k,w,y,n,p
w,k,w,f,n,p
w,k,w,n,b,e
p,s,w,f,n,p
p,s,w,f,n,p
w,k,w,y,n,p
w,s,w,f,n,p
w,s,w,y,n,p
w,s,w,f,n,p
p,k,w,f,n,p
w,s,w,y,n,p
o,s,o,n,b,e
p,s,w,f,n,p
p,k,w,s,n,p
p,k,w,y,n,p
w,k,w,s,n,p
p,s,w,s,n,p
p,s,w,f,n,p
p,k,w,s,n,p
p,s,w,s,n,p
w,s,w,y,n,p
p,s,w,f,n,p
p,k,w,s,n,p
p,s,w,f,n,p
p,k,w,y,n,p
w,s,w,s,n,p
w,k,w,y,n,p
p,k,w,s,n,p
p,k,w,f,n,p
w,s,w,y,n,p
p,k,w,y,n,p
w,s,w,f,n,p
w,s,w,n,b,e
p,s,w,y,n,p
p,k,w,f,n,p
p,s,w,y,n,p
p,k,w,s,n,p
p,s,w,s,n,p
w,k,w,f,n,p
w,k,w,n,b,e
p,s,w,s,n,p
w,k,w,s,n,p
w,k,w,n,b,e
w,k,w,y,n,p
w,s,w,s,n,p
p,k,w,f,n,p
w,s,w,s,n,p
p,k,w,f,n,p
w,k,w,s,n,p
p,k,w,s,n,p
w,s,w,s,n,p
c,y,w,m,b,p
p,k,w,y,n,p
w,s,w,y,n,p
w,k,w,s,n,p
w,s,w,y,n,p
w,k,w,f,n,p
w,s,w,s,n,p
w,k,w,f,n,p
w,k,w,s,n,p
o,s,y,n,b,e
w,k,w,s,n,p
p,s,w,s,n,p
w,s,w,s,n,p
w,s,w,f,n,p
p,s,w,y,n,p
p,k,w,f,n,p
p,k,w,s,n,p
p,s,w,y,n,p
w,k,w,f,n,p
o,s,o,n,b,e
p,k,w,s,n,p
w,s,w,f,n,p
p,s,w,f,n,p
w,k,w,y,n,p
w,s,w,f,n,p
w,s,w,s,n,p
p,k,w,f,n,p
w,s,w,y,n,p
w,s,w,s,n,p
p,s,w,y,n,p
p,s,w,y,n,p
p,s,w,y,n,p
p,s,w,y,n,p
w,k,w,y,n,p
w,k,w,n,b,e
w,k,w,y,n,p
w,k,w,y,n,p
p,s,w,f,n,p
p,k,w,s,n,p
w,k,w,y,n,p
p,k,w,f,n,p
p,k,w,s,n,p
p,k,w,s,n,p
p,k,w,y,n,p
p,s,w,s,n,p
p,k,w,s,n,p
w,s,w,f,n,p
p,k,w,s,n,p
w,s,w,f,n,p
p,s,w,f,n,p
w,s,w,y,n,p
w,s,w,y,n,p
p,s,w,y,n,p
p,k,w,y,n,p
w,s,w,f,n,p
p,s,w,f,n,p
w,k,w,f,n,p
w,k,w,s,n,p
w,k,w,y,n,p
p,k,w,f,n,p
p,k,w,y,n,p
p,s,w,f,n,p
w,s,w,y,n,p
w,k,w,s,n,p
p,k,w,s,n,p
w,s,w,s,n,p
w,k,w,y,n,p
w,s,w,s,n,p
w,k,w,y,n,p
w,k,w,y,n,p
w,s,w,y,n,p
w,k,w,s,n,p
p,k,w,f,n,p
w,k,w,s,n,p
p,k,w,f,n,p
p,k,w,s,n,p
p,k,w,s,n,p
p,s,w,f,n,p
w,k,w,s,n,p
w,k,w,f,n,p
p,s,w,y,n,p
p,k,w,y,n,p
p,k,w,f,n,p
p,k,w,s,n,p
w,s,w,f,n,p
p,s,w,f,n,p
p,s,w,s,n,p
w,k,w,f,n,p
p,k,w,f,n,p
p,s,w,y,n,p
p,s,w,s,n,p
p,s,w,f,n,p
p,k,w,s,n,p
w,s,w,y,n,p
w,s,w,n,b,e
w,s,w,s,n,p
w,s,w,f,n,p
w,k,w,y,n,p
p,s,w,y,n,p
w,k,w,y,n,p
w,s,w,f,n,p
w,k,w,y,n,p
w,k,w,n,b,e
p,s,w,f,n,p
p,k,w,f,n,p
w,s,w,y,n,p
w,k,w,y,n,p
p,s,w,y,n,p
w,s,w,f,n,p
p,k,w,s,n,p
w,k,w,f,n,p
w,s,w,s,n,p
w,s,w,s,n,p
w,k,w,y,n,p
w,s,w,s,n,p
w,k,w,n,b,e
w,k,w,f,n,p
w,k,w,f,n,p
p,s,w,f,n,p
p,s,w,s,n,p
p,s,w,y,n,p
p,s,w,y,n,p
p,s,w,s,n,p
w,s,w,y,n,p
p,k,w,y,n,p
w,k,w,s,n,p
w,s,w,s,n,p
p,k,w,f,n,p
p,k,w,s,n,p
w,s,w,s,n,p
w,s,w,f,n,p
p,k,w,y,n,p
w,s,w,f,n,p
p,s,w,s,n,p
p,s,w,s,n,p
p,k,w,f,n,p
w,s,w,s,n,p
p,s,w,y,n,p
p,k,w,s,n,p
w,k,w,y,n,p
p,k,w,f,n,p
w,s,w,s,n,p
w,k,w,s,n,p
o,s,b,n,b,e
w,s,w,y,n,p
w,s,w,y,n,p
p,k,w,f,n,p
w,s,w,y,n,p
p,s,w,y,n,p
w,k,w,y,n,p
p,s,w,f,n,p
p,k,w,y,n,p
w,s,w,f,n,p
p,k,w,f,n,p
w,k,w,s,n,p
p,s,w,y,n,p
p,k,w,s,n,p
w,s,w,f,n,p
w,k,w,y,n,p
w,s,w,y,n,p
p,s,w,f,n,p
p,s,w,f,n,p
p,k,w,y,n,p
p,s,w,f,n,p
w,k,w,y,n,p
w,k,w,y,n,p
w,s,w,s,n,p
w,s,w,s,n,p
p,s,w,s,n,p
p,k,w,s,n,p
p,s,w,y,n,p
p,k,w,y,n,p
w,k,w,y,n,p
w,s,w,s,n,p
w,s,w,f,n,p
p,s,w,y,n,p
w,s,w,s,n,p
w,k,w,s,n,p
p,k,w,s,n,p
w,s,w,s,n,p
p,k,w,s,n,p
p,k,w,y,n,p
w,k,w,s,n,p
p,s,w,y,n,p
w,k,w,n,b,e
w,k,w,y,n,p
w,s,w,s,n,p
w,s,w,s,n,p
p,s,w,s,n,p
w,k,w,s,n,p
p,s,w,f,n,p
w,s,w,f,n,p
w,k,w,s,n,p
p,s,w,y,n,p
w,k,w,f,n,p
w,s,w,f,n,p
w,k,w,f,n,p
w,k,w,f,n,p
w,k,w,y,n,p
p,k,w,s,n,p
p,s,w,f,n,p
w,s,w,y,n,p
p,s,w,s,n,p
p,s,w,f,n,p
w,s,w,s,n,p
w,s,w,s,n,p
w,s,w,f,n,p
p,k,w,s,n,p
w,k,w,y,n,p
p,s,w,f,n,p
w,k,w,s,n,p
w,k,w,y,n,p
p,k,w,s,n,p
p,k,w,y,n,p
p,k,w,y,n,p
w,s,w,s,n,p
p,s,w,y,n,p
w,s,w,f,n,p
w,s,w,s,n,p
p,k,w,f,n,p
p,s,w,s,n,p
w,k,w,f,n,p
w,s,w,y,n,p
p,k,w,y,n,p
p,k,w,y,n,p
p,s,w,y,n,p
p,s,w,y,n,p
w,s,w,s,n,p
w,k,w,f,n,p
p,k,w,y,n,p
p,s,w,f,n,p
p,s,w,y,n,p
w,k,w,s,n,p
w,s,w,y,n,p
w,s,w,y,n,p
w,s,w,s,n,p
w,k,w,y,n,p
w,s,w,s,n,p
w,s,w,f,n,p
p,s,w,y,n,p
w,k,w,s,n,p
w,s,w,f,n,p
p,s,w,f,n,p
w,s,w,s,n,p
w,s,w,y,n,p
w,k,w,n,b,e
w,s,w,y,n,p
p,s,w,s,n,p
o,s,y,n,b,e
p,s,w,y,n,p
w,k,w,s,n,p
p,k,w,s,n,p
p,s,w,s,n,p
c,y,w,m,b,p
w,s,w,s,n,p
p,k,w,s,n,p
p,k,w,y,n,p
w,k,w,s,n,p
w,k,w,f,n,p
w,s,w,f,n,p
w,k,w,f,n,p
w,k,w,s,n,p
p,s,w,y,n,p
p,k,w,y,n,p
p,k,w,s,n,p
w,k,w,y,n,p
w,k,w,f,n,p
p,s,w,s,n,p
w,k,w,f,n,p
w,s,w,f,n,p
w,k,w,y,n,p
p,k,w,f,n,p
w,s,w,s,n,p
w,s,w,f,n,p
w,s,w,y,n,p
w,k,w,y,n,p
w,s,w,s,n,p
w,k,w,y,n,p
p,k,w,s,n,p
p,k,w,s,n,p
w,k,w,f,n,p
w,s,w,y,n,p
w,k,w,f,n,p
p,k,w,y,n,p
p,k,w,s,n,p
w,s,w,f,n,p
p,s,w,y,n,p
w,k,w,s,n,p
w,s,w,s,n,p
p,k,w,f,n,p
p,s,w,y,n,p
w,s,w,f,n,p
w,k,w,y,n,p
w,s,w,y,n,p
w,k,w,f,n,p
p,k,w,y,n,p
w,k,w,f,n,p
w,k,w,f,n,p
w,k,w,f,n,p
w,s,w,s,n,p
p,k,w,y,n,p
p,k,w,s,n,p
p,s,w,f,n,p
w,k,w,y,n,p
p,s,w,s,n,p
w,k,w,s,n,p
w,k,w,f,n,p
w,s,w,s,n,p
p,k,w,f,n,p
p,k,w,s,n,p
p,k,w,y,n,p
p,s,w,s,n,p
w,k,w,y,n,p
p,s,w,s,n,p
w,s,w,f,n,p
w,s,w,f,n,p
p,s,w,s,n,p
w,s,w,y,n,p
p,k,w,s,n,p
p,k,w,y,n,p
p,k,w,s,n,p
p,k,w,y,n,p
w,k,w,s,n,p
w,k,w,y,n,p
w,s,w,y,n,p
p,s,w,f,n,p
w,s,w,y,n,p
w,k,w,s,n,p
p,s,w,y,n,p
w,k,w,n,b,e
w,k,w,y,n,p
p,k,w,f,n,p
p,s,w,s,n,p
w,k,w,f,n,p
w,s,w,y,n,p
w,s,w,s,n,p
w,s,w,y,n,p
w,s,w,n,b,e
p,s,w,s,n,p
p,k,w,f,n,p
p,s,w,s,n,p
w,k,w,f,n,p
p,k,w,f,n,p
w,s,w,s,n,p
w,s,w,s,n,p
p,k,w,y,n,p
w,s,w,f,n,p
w,s,w,n,b,e
o,s,o,n,b,e
w,s,w,s,n,p
w,s,w,s,n,p
p,s,w,s,n,p
w,s,w,s,n,p
w,s,w,y,n,p
p,s,w,f,n,p
p,s,w,y,n,p
w,k,w,f,n,p
p,k,w,s,n,p
w,k,w,y,n,p
w,k,w,n,b,e
p,s,w,f,n,p
w,s,w,y,n,p
p,s,w,y,n,p
p,s,w,y,n,p
w,k,w,f,n,p
w,k,w,y,n,p
p,k,w,y,n,p
p,s,w,y,n,p
w,s,w,y,n,p
w,k,w,f,n,p
w,k,w,s,n,p
w,s,w,f,n,p
w,s,w,s,n,p
p,s,w,f,n,p
p,k,w,s,n,p
p,k,w,f,n,p
p,k,w,s,n,p
p,s,w,s,n,p
p,s,w,s,n,p
w,k,w,y,n,p
w,k,w,s,n,p
w,k,w,f,n,p
w,s,w,f,n,p
p,s,w,y,n,p
w,k,w,f,n,p
w,s,w,y,n,p
p,s,w,s,n,p
w,k,w,y,n,p
w,k,w,f,n,p
w,k,w,s,n,p
p,s,w,f,n,p
p,k,w,y,n,p
p,k,w,y,n,p
w,s,w,s,n,p
w,k,w,y,n,p
w,s,w,f,n,p
w,k,w,f,n,p
w,s,w,f,n,p
w,k,w,y,n,p
w,s,w,s,n,p
w,k,w,y,n,p
p,k,w,f,n,p
w,k,w,s,n,p
p,k,w,f,n,p
w,k,w,y,n,p
p,s,w,y,n,p
p,s,w,s,n,p
p,s,w,y,n,p
p,s,w,y,n,p
p,k,w,y,n,p
p,k,w,s,n,p
p,s,w,f,n,p
w,s,w,n,b,e
w,s,w,y,n,p
p,s,w,y,n,p
p,k,w,s,n,p
p,s,w,s,n,p
w,k,w,s,n,p
w,k,w,f,n,p
w,k,w,f,n,p
p,k,w,f,n,p
w,s,w,f,n,p
w,s,w,f,n,p
p,s,w,f,n,p
p,k,w,f,n,p
w,s,w,s,n,p
p,s,w,y,n,p
w,s,w,f,n,p
w,s,w,s,n,p
w,s,w,s,n,p
w,s,w,s,n,p
w,k,w,y,n,p
w,k,w,s,n,p
w,k,w,f,n,p
o,s,o,n,b,e
w,k,w,f,n,p
w,s,w,s,n,p
p,k,w,s,n,p
w,k,w,f,n,p
w,k,w,f,n,p
c,y,w,m,b,p
w,k,w,f,n,p
w,k,w,s,n,p
p,s,w,y,n,p
p,s,w,f,n,p
w,k,w,n,b,e
p,s,w,y,n,p
w,k,w,y,n,p
w,s,w,y,n,p
